"TIME","GEO","INDIC_DE","Value"
"1960","Hungary","Proportion of population aged 65 years and more","8.9"
"1960","Hungary","Median age of population - males","30.7"
"1960","Hungary","Median age of population - females","33.3"
"1960","Hungary","Proportion of population aged 0-17 years","30.0"
"1960","Malta","Median age of population",":"
"1960","Malta","Proportion of population aged 65 years and more",":"
"1960","Malta","Median age of population - males",":"
"1960","Malta","Median age of population - females",":"
"1960","Malta","Proportion of population aged 0-17 years",":"
"1960","Netherlands","Median age of population","28.7"
"1960","Netherlands","Proportion of population aged 65 years and more","8.9"
"1960","Netherlands","Median age of population - males","27.8"
"1960","Netherlands","Median age of population - females","29.7"
"1960","Netherlands","Proportion of population aged 0-17 years","35.0"
"1960","Austria","Median age of population","35.5"
"1960","Austria","Proportion of population aged 65 years and more","12.1"
"1960","Austria","Median age of population - males","32.3"
"1960","Austria","Median age of population - females","37.9"
"1960","Austria","Proportion of population aged 0-17 years","26.4"
"1960","Poland","Median age of population","26.4"
"1960","Poland","Proportion of population aged 65 years and more","5.8"
"1960","Poland","Median age of population - males","24.8"
"1960","Poland","Median age of population - females","28.0"
"1960","Poland","Proportion of population aged 0-17 years","37.2"
"1960","Portugal","Median age of population","27.8"
"1960","Portugal","Proportion of population aged 65 years and more","7.8"
"1960","Portugal","Median age of population - males","26.5"
"1960","Portugal","Median age of population - females","29.0"
"1960","Portugal","Proportion of population aged 0-17 years","34.5"
"1960","Romania","Median age of population",":"
"1960","Romania","Proportion of population aged 65 years and more",":"
"1960","Romania","Median age of population - males",":"
"1960","Romania","Median age of population - females",":"
"1960","Romania","Proportion of population aged 0-17 years",":"
"1960","Slovenia","Median age of population",":"
"1960","Slovenia","Proportion of population aged 65 years and more",":"
"1960","Slovenia","Median age of population - males",":"
"1960","Slovenia","Median age of population - females",":"
"1960","Slovenia","Proportion of population aged 0-17 years",":"
"1960","Slovakia","Median age of population","27.5"
"1960","Slovakia","Proportion of population aged 65 years and more","6.8"
"1960","Slovakia","Median age of population - males","26.3"
"1960","Slovakia","Median age of population - females","28.7"
"1960","Slovakia","Proportion of population aged 0-17 years","36.3"
"1960","Finland","Median age of population","28.4"
"1960","Finland","Proportion of population aged 65 years and more","7.2"
"1960","Finland","Median age of population - males","26.3"
"1960","Finland","Median age of population - females","30.4"
"1960","Finland","Proportion of population aged 0-17 years","35.2"
"1960","Sweden","Median age of population","36.0"
"1960","Sweden","Proportion of population aged 65 years and more","11.7"
"1960","Sweden","Median age of population - males","35.3"
"1960","Sweden","Median age of population - females","36.8"
"1960","Sweden","Proportion of population aged 0-17 years","27.5"
"1960","United Kingdom","Median age of population","35.6"
"1960","United Kingdom","Proportion of population aged 65 years and more","11.7"
"1960","United Kingdom","Median age of population - males","33.8"
"1960","United Kingdom","Median age of population - females","37.0"
"1960","United Kingdom","Proportion of population aged 0-17 years",":"
"1960","Iceland","Median age of population","25.6"
"1960","Iceland","Proportion of population aged 65 years and more","8.0"
"1960","Iceland","Median age of population - males","25.0"
"1960","Iceland","Median age of population - females","26.2"
"1960","Iceland","Proportion of population aged 0-17 years","39.9"
"1960","Liechtenstein","Median age of population","27.7"
"1960","Liechtenstein","Proportion of population aged 65 years and more","7.8"
"1960","Liechtenstein","Median age of population - males","27.6"
"1960","Liechtenstein","Median age of population - females","27.8"
"1960","Liechtenstein","Proportion of population aged 0-17 years","34.3"
"1960","Norway","Median age of population","34.3"
"1960","Norway","Proportion of population aged 65 years and more","10.9"
"1960","Norway","Median age of population - males","33.3"
"1960","Norway","Median age of population - females","35.3"
"1960","Norway","Proportion of population aged 0-17 years","30.6"
"1960","Switzerland","Median age of population","32.6"
"1960","Switzerland","Proportion of population aged 65 years and more","10.2"
"1960","Switzerland","Median age of population - males","31.3"
"1960","Switzerland","Median age of population - females","34.0"
"1960","Switzerland","Proportion of population aged 0-17 years","28.9"
"1960","Montenegro","Median age of population",":"
"1960","Montenegro","Proportion of population aged 65 years and more",":"
"1960","Montenegro","Median age of population - males",":"
"1960","Montenegro","Median age of population - females",":"
"1960","Montenegro","Proportion of population aged 0-17 years",":"
"1960","North Macedonia","Median age of population",":"
"1960","North Macedonia","Proportion of population aged 65 years and more",":"
"1960","North Macedonia","Median age of population - males",":"
"1960","North Macedonia","Median age of population - females",":"
"1960","North Macedonia","Proportion of population aged 0-17 years",":"
"1960","Albania","Median age of population",":"
"1960","Albania","Proportion of population aged 65 years and more",":"
"1960","Albania","Median age of population - males",":"
"1960","Albania","Median age of population - females",":"
"1960","Albania","Proportion of population aged 0-17 years",":"
"1960","Serbia","Median age of population",":"
"1960","Serbia","Proportion of population aged 65 years and more",":"
"1960","Serbia","Median age of population - males",":"
"1960","Serbia","Median age of population - females",":"
"1960","Serbia","Proportion of population aged 0-17 years",":"
"1960","Turkey","Median age of population","20.1"
"1960","Turkey","Proportion of population aged 65 years and more","3.5"
"1960","Turkey","Median age of population - males","19.3"
"1960","Turkey","Median age of population - females","20.5"
"1960","Turkey","Proportion of population aged 0-17 years","46.3"
"1960","Andorra","Median age of population",":"
"1960","Andorra","Proportion of population aged 65 years and more",":"
"1960","Andorra","Median age of population - males",":"
"1960","Andorra","Median age of population - females",":"
"1960","Andorra","Proportion of population aged 0-17 years",":"
"1960","Belarus","Median age of population",":"
"1960","Belarus","Proportion of population aged 65 years and more",":"
"1960","Belarus","Median age of population - males",":"
"1960","Belarus","Median age of population - females",":"
"1960","Belarus","Proportion of population aged 0-17 years",":"
"1960","Bosnia and Herzegovina","Median age of population",":"
"1960","Bosnia and Herzegovina","Proportion of population aged 65 years and more",":"
"1960","Bosnia and Herzegovina","Median age of population - males",":"
"1960","Bosnia and Herzegovina","Median age of population - females",":"
"1960","Bosnia and Herzegovina","Proportion of population aged 0-17 years",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 65 years and more",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - males",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - females",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 0-17 years",":"
"1960","Moldova","Median age of population",":"
"1960","Moldova","Proportion of population aged 65 years and more",":"
"1960","Moldova","Median age of population - males",":"
"1960","Moldova","Median age of population - females",":"
"1960","Moldova","Proportion of population aged 0-17 years",":"
"1960","Monaco","Median age of population",":"
"1960","Monaco","Proportion of population aged 65 years and more",":"
"1960","Monaco","Median age of population - males",":"
"1960","Monaco","Median age of population - females",":"
"1960","Monaco","Proportion of population aged 0-17 years",":"
"1960","Russia","Median age of population",":"
"1960","Russia","Proportion of population aged 65 years and more",":"
"1960","Russia","Median age of population - males",":"
"1960","Russia","Median age of population - females",":"
"1960","Russia","Proportion of population aged 0-17 years",":"
"1960","San Marino","Median age of population",":"
"1960","San Marino","Proportion of population aged 65 years and more",":"
"1960","San Marino","Median age of population - males",":"
"1960","San Marino","Median age of population - females",":"
"1960","San Marino","Proportion of population aged 0-17 years",":"
"1960","Ukraine","Median age of population",":"
"1960","Ukraine","Proportion of population aged 65 years and more",":"
"1960","Ukraine","Median age of population - males",":"
"1960","Ukraine","Median age of population - females",":"
"1960","Ukraine","Proportion of population aged 0-17 years",":"
"1960","Armenia","Median age of population",":"
"1960","Armenia","Proportion of population aged 65 years and more",":"
"1960","Armenia","Median age of population - males",":"
"1960","Armenia","Median age of population - females",":"
"1960","Armenia","Proportion of population aged 0-17 years",":"
"1960","Azerbaijan","Median age of population",":"
"1960","Azerbaijan","Proportion of population aged 65 years and more",":"
"1960","Azerbaijan","Median age of population - males",":"
"1960","Azerbaijan","Median age of population - females",":"
"1960","Azerbaijan","Proportion of population aged 0-17 years",":"
"1960","Georgia","Median age of population",":"
"1960","Georgia","Proportion of population aged 65 years and more",":"
"1960","Georgia","Median age of population - males",":"
"1960","Georgia","Median age of population - females",":"
"1960","Georgia","Proportion of population aged 0-17 years",":"
"1961","Belgium","Median age of population","35.2"
"1961","Belgium","Proportion of population aged 65 years and more","12.0"
"1961","Belgium","Median age of population - males","34.2"
"1961","Belgium","Median age of population - females","36.3"
"1961","Belgium","Proportion of population aged 0-17 years","27.6"
"1961","Bulgaria","Median age of population","30.6"
"1961","Bulgaria","Proportion of population aged 65 years and more","7.6"
"1961","Bulgaria","Median age of population - males","30.1"
"1961","Bulgaria","Median age of population - females","31.1"
"1961","Bulgaria","Proportion of population aged 0-17 years","30.6"
"1961","Czechia","Median age of population","33.2"
"1961","Czechia","Proportion of population aged 65 years and more","9.5"
"1961","Czechia","Median age of population - males","31.5"
"1961","Czechia","Median age of population - females","34.8"
"1961","Czechia","Proportion of population aged 0-17 years","30.3"
"1961","Denmark","Median age of population","33.1"
"1961","Denmark","Proportion of population aged 65 years and more","10.7"
"1961","Denmark","Median age of population - males","32.1"
"1961","Denmark","Median age of population - females","34.1"
"1961","Denmark","Proportion of population aged 0-17 years","30.5"
"1961","Germany including former GDR","Median age of population","34.7"
"1961","Germany including former GDR","Proportion of population aged 65 years and more","11.5"
"1961","Germany including former GDR","Median age of population - males","31.3"
"1961","Germany including former GDR","Median age of population - females","37.6"
"1961","Germany including former GDR","Proportion of population aged 0-17 years","25.3"
"1961","Estonia","Median age of population","32.3"
"1961","Estonia","Proportion of population aged 65 years and more",":"
"1961","Estonia","Median age of population - males","28.8"
"1961","Estonia","Median age of population - females","35.6"
"1961","Estonia","Proportion of population aged 0-17 years","26.6"
"1961","Ireland","Median age of population","29.8"
"1961","Ireland","Proportion of population aged 65 years and more","11.2"
"1961","Ireland","Median age of population - males","29.1"
"1961","Ireland","Median age of population - females","30.5"
"1961","Ireland","Proportion of population aged 0-17 years",":"
"1961","Greece","Median age of population",":"
"1961","Greece","Proportion of population aged 65 years and more",":"
"1961","Greece","Median age of population - males",":"
"1961","Greece","Median age of population - females",":"
"1961","Greece","Proportion of population aged 0-17 years",":"
"1961","Spain","Median age of population",":"
"1961","Spain","Proportion of population aged 65 years and more",":"
"1961","Spain","Median age of population - males",":"
"1961","Spain","Median age of population - females",":"
"1961","Spain","Proportion of population aged 0-17 years",":"
"1961","France","Median age of population",":"
"1961","France","Proportion of population aged 65 years and more",":"
"1961","France","Median age of population - males",":"
"1961","France","Median age of population - females",":"
"1961","France","Proportion of population aged 0-17 years",":"
"1961","France (metropolitan)","Median age of population","33.0"
"1961","France (metropolitan)","Proportion of population aged 65 years and more","11.6"
"1961","France (metropolitan)","Median age of population - males","31.2"
"1961","France (metropolitan)","Median age of population - females","34.7"
"1961","France (metropolitan)","Proportion of population aged 0-17 years","30.4"
"1961","Croatia","Median age of population",":"
"1961","Croatia","Proportion of population aged 65 years and more",":"
"1961","Croatia","Median age of population - males",":"
"1961","Croatia","Median age of population - females",":"
"1961","Croatia","Proportion of population aged 0-17 years",":"
"1961","Italy","Median age of population","31.4"
"1961","Italy","Proportion of population aged 65 years and more","9.4"
"1961","Italy","Median age of population - males","30.3"
"1961","Italy","Median age of population - females","32.5"
"1961","Italy","Proportion of population aged 0-17 years","29.1"
"1961","Cyprus","Median age of population",":"
"1961","Cyprus","Proportion of population aged 65 years and more","6.4"
"1961","Cyprus","Median age of population - males",":"
"1961","Cyprus","Median age of population - females",":"
"1961","Cyprus","Proportion of population aged 0-17 years",":"
"1961","Latvia","Median age of population",":"
"1961","Latvia","Proportion of population aged 65 years and more",":"
"1961","Latvia","Median age of population - males",":"
"1961","Latvia","Median age of population - females",":"
"1961","Latvia","Proportion of population aged 0-17 years",":"
"1961","Lithuania","Median age of population",":"
"1961","Lithuania","Proportion of population aged 65 years and more",":"
"1961","Lithuania","Median age of population - males",":"
"1961","Lithuania","Median age of population - females",":"
"1961","Lithuania","Proportion of population aged 0-17 years",":"
"1961","Luxembourg","Median age of population","35.1"
"1961","Luxembourg","Proportion of population aged 65 years and more","10.8"
"1961","Luxembourg","Median age of population - males","33.8"
"1961","Luxembourg","Median age of population - females","36.5"
"1961","Luxembourg","Proportion of population aged 0-17 years","25.0"
"1961","Hungary","Median age of population","32.2"
"1961","Hungary","Proportion of population aged 65 years and more","9.1"
"1961","Hungary","Median age of population - males","30.9"
"1961","Hungary","Median age of population - females","33.5"
"1961","Hungary","Proportion of population aged 0-17 years","29.8"
"1961","Malta","Median age of population",":"
"1961","Malta","Proportion of population aged 65 years and more",":"
"1961","Malta","Median age of population - males",":"
"1961","Malta","Median age of population - females",":"
"1961","Malta","Proportion of population aged 0-17 years",":"
"1961","Netherlands","Median age of population","28.8"
"1961","Netherlands","Proportion of population aged 65 years and more","9.1"
"1961","Netherlands","Median age of population - males","27.8"
"1961","Netherlands","Median age of population - females","29.8"
"1961","Netherlands","Proportion of population aged 0-17 years","35.0"
"1961","Austria","Median age of population","35.5"
"1961","Austria","Proportion of population aged 65 years and more","12.3"
"1961","Austria","Median age of population - males","32.2"
"1961","Austria","Median age of population - females","38.1"
"1961","Austria","Proportion of population aged 0-17 years","26.4"
"1961","Poland","Median age of population",":"
"1961","Poland","Proportion of population aged 65 years and more",":"
"1961","Poland","Median age of population - males",":"
"1961","Poland","Median age of population - females",":"
"1961","Poland","Proportion of population aged 0-17 years",":"
"1961","Portugal","Median age of population","27.9"
"1961","Portugal","Proportion of population aged 65 years and more","8.0"
"1961","Portugal","Median age of population - males","26.6"
"1961","Portugal","Median age of population - females","29.2"
"1961","Portugal","Proportion of population aged 0-17 years","34.5"
"1961","Romania","Median age of population",":"
"1961","Romania","Proportion of population aged 65 years and more",":"
"1961","Romania","Median age of population - males",":"
"1961","Romania","Median age of population - females",":"
"1961","Romania","Proportion of population aged 0-17 years",":"
"1961","Slovenia","Median age of population",":"
"1961","Slovenia","Proportion of population aged 65 years and more",":"
"1961","Slovenia","Median age of population - males",":"
"1961","Slovenia","Median age of population - females",":"
"1961","Slovenia","Proportion of population aged 0-17 years",":"
"1961","Slovakia","Median age of population","27.7"
"1961","Slovakia","Proportion of population aged 65 years and more","7.0"
"1961","Slovakia","Median age of population - males","26.7"
"1961","Slovakia","Median age of population - females","28.7"
"1961","Slovakia","Proportion of population aged 0-17 years","36.2"
"1961","Finland","Median age of population","28.5"
"1961","Finland","Proportion of population aged 65 years and more","7.4"
"1961","Finland","Median age of population - males","26.3"
"1961","Finland","Median age of population - females","30.6"
"1961","Finland","Proportion of population aged 0-17 years","35.4"
"1961","Sweden","Median age of population","36.2"
"1961","Sweden","Proportion of population aged 65 years and more","11.8"
"1961","Sweden","Median age of population - males","35.4"
"1961","Sweden","Median age of population - females","36.9"
"1961","Sweden","Proportion of population aged 0-17 years","27.3"
"1961","United Kingdom","Median age of population","35.4"
"1961","United Kingdom","Proportion of population aged 65 years and more","11.6"
"1961","United Kingdom","Median age of population - males","33.5"
"1961","United Kingdom","Median age of population - females","37.0"
"1961","United Kingdom","Proportion of population aged 0-17 years",":"
"1961","Iceland","Median age of population","25.3"
"1961","Iceland","Proportion of population aged 65 years and more","8.1"
"1961","Iceland","Median age of population - males","24.7"
"1961","Iceland","Median age of population - females","25.9"
"1961","Iceland","Proportion of population aged 0-17 years","40.2"
"1961","Liechtenstein","Median age of population","27.9"
"1961","Liechtenstein","Proportion of population aged 65 years and more","8.0"
"1961","Liechtenstein","Median age of population - males","27.6"
"1961","Liechtenstein","Median age of population - females","28.1"
"1961","Liechtenstein","Proportion of population aged 0-17 years","34.3"
"1961","Norway","Median age of population","34.4"
"1961","Norway","Proportion of population aged 65 years and more","11.1"
"1961","Norway","Median age of population - males","33.4"
"1961","Norway","Median age of population - females","35.4"
"1961","Norway","Proportion of population aged 0-17 years","30.7"
"1961","Switzerland","Median age of population","32.5"
"1961","Switzerland","Proportion of population aged 65 years and more","10.3"
"1961","Switzerland","Median age of population - males","31.1"
"1961","Switzerland","Median age of population - females","34.0"
"1961","Switzerland","Proportion of population aged 0-17 years","28.7"
"1961","Montenegro","Median age of population",":"
"1961","Montenegro","Proportion of population aged 65 years and more",":"
"1961","Montenegro","Median age of population - males",":"
"1961","Montenegro","Median age of population - females",":"
"1961","Montenegro","Proportion of population aged 0-17 years",":"
"1961","North Macedonia","Median age of population",":"
"1961","North Macedonia","Proportion of population aged 65 years and more",":"
"1961","North Macedonia","Median age of population - males",":"
"1961","North Macedonia","Median age of population - females",":"
"1961","North Macedonia","Proportion of population aged 0-17 years",":"
"1961","Albania","Median age of population",":"
"1961","Albania","Proportion of population aged 65 years and more",":"
"1961","Albania","Median age of population - males",":"
"1961","Albania","Median age of population - females",":"
"1961","Albania","Proportion of population aged 0-17 years",":"
"1961","Serbia","Median age of population",":"
"1961","Serbia","Proportion of population aged 65 years and more",":"
"1961","Serbia","Median age of population - males",":"
"1961","Serbia","Median age of population - females",":"
"1961","Serbia","Proportion of population aged 0-17 years",":"
"1961","Turkey","Median age of population","20.0"
"1961","Turkey","Proportion of population aged 65 years and more","3.6"
"1961","Turkey","Median age of population - males","19.1"
"1961","Turkey","Median age of population - females","20.4"
"1961","Turkey","Proportion of population aged 0-17 years","46.7"
"1961","Andorra","Median age of population",":"
"1961","Andorra","Proportion of population aged 65 years and more",":"
"1961","Andorra","Median age of population - males",":"
"1961","Andorra","Median age of population - females",":"
"1961","Andorra","Proportion of population aged 0-17 years",":"
"1961","Belarus","Median age of population",":"
"1961","Belarus","Proportion of population aged 65 years and more",":"
"1961","Belarus","Median age of population - males",":"
"1961","Belarus","Median age of population - females",":"
"1961","Belarus","Proportion of population aged 0-17 years",":"
"1961","Bosnia and Herzegovina","Median age of population",":"
"1961","Bosnia and Herzegovina","Proportion of population aged 65 years and more",":"
"1961","Bosnia and Herzegovina","Median age of population - males",":"
"1961","Bosnia and Herzegovina","Median age of population - females",":"
"1961","Bosnia and Herzegovina","Proportion of population aged 0-17 years",":"
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population",":"
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 65 years and more",":"
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - males",":"
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of population - females",":"
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of population aged 0-17 years",":"
"1961","Moldova","Median age of population",":"
"1961","Moldova","Proportion of population aged 65 years and more",":"
"1961","Moldova","Median age of population - males",":"
"1961","Moldova","Median age of population - females",":"
"1961","Moldova","Proportion of population aged 0-17 years",":"
"1961","Monaco","Median age of population",":"
"1961","Monaco","Proportion of population aged 65 years and more",":"
"1961","Monaco","Median age of population - males",":"
"1961","Monaco","Median age of population - females",":"
"1961","Monaco","Proportion of population aged 0-17 years",":"
"1961","Russia","Median age of population",":"
"1961","Russia","Proportion of population aged 65 years and more",":"
"1961","Russia","Median age of population - males",":"
"1961","Russia","Median age of population - females",":"
"1961","Russia","Proportion of population aged 0-17 years",":"
"1961","San Marino","Median age of population",":"
"1961","San Marino","Proportion of population aged 65 years and more",":"
"1961","San Marino","Median age of population - males",":"
"1961","San Marino","Median age of population - females",":"
"1961","San Marino","Proportion of population aged 0-17 years",":"
"1961","Ukraine","Median age of population",":"
"1961","Ukraine","Proportion of population aged 65 years and more",":"
"1961","Ukraine","Median age of population - males",":"
"1961","Ukraine","Median age of population - females",":"
"1961","Ukraine","Proportion of population aged 0-17 years",":"
"1961","Armenia","Median age of population",":"
"1961","Armenia","Proportion of population aged 65 years and more",":"
"1961","Armenia","Median age of population - males",":"
"1961","Armenia","Median age of population - females",":"
"1961","Armenia","Proportion of population aged 0-17 years",":"
"1961","Azerbaijan","Median age of population",":"
"1961","Azerbaijan","Proportion of population aged 65 years and more",":"
"1961","Azerbaijan","Median age of population - males",":"
"1961","Azerbaijan","Median age of population - females",":"
"1961","Azerbaijan","Proportion of population aged 0-17 years",":"
"1961","Georgia","Median age of population",":"
"1961","Georgia","Proportion of population aged 65 years and more",":"
"1961","Georgia","Median age of population - males",":"
"1961","Georgia","Median age of population - females",":"
"1961","Georgia","Proportion of population aged 0-17 years",":"
"1962","Belgium","Median age of population","34.9"
"1962","Belgium","Proportion of population aged 65 years and more","12.2"
"1962","Belgium","Median age of population - males","33.7"
"1962","Belgium","Median age of population - females","36.2"
"1962","Belgium","Proportion of population aged 0-17 years","28.0"
"1962","Bulgaria","Median age of population","30.9"
"1962","Bulgaria","Proportion of population aged 65 years and more","7.8"
"1962","Bulgaria","Median age of population - males","30.4"
"1962","Bulgaria","Median age of population - females","31.4"
"1962","Bulgaria","Proportion of population aged 0-17 years","30.5"
"1962","Czechia","Median age of population","33.4"
"1962","Czechia","Proportion of population aged 65 years and more","9.8"
"1962","Czechia","Median age of population - males","31.7"
"1962","Czechia","Median age of population - females","35.0"
"1962","Czechia","Proportion of population aged 0-17 years","29.9"
"1962","Denmark","Median age of population","33.1"
"1962","Denmark","Proportion of population aged 65 years and more","10.9"
"1962","Denmark","Median age of population - males","32.0"
"1962","Denmark","Median age of population - females","34.1"
"1962","Denmark","Proportion of population aged 0-17 years","30.2"
"1962","Germany including former GDR","Median age of population","34.8"
"1962","Germany including former GDR","Proportion of population aged 65 years and more","11.9"
"1962","Germany including former GDR","Median age of population - males","31.4"
"1962","Germany including former GDR","Median age of population - females","37.9"
"1962","Germany including former GDR","Proportion of population aged 0-17 years","25.3"
"1962","Estonia","Median age of population","32.5"
"1962","Estonia","Proportion of population aged 65 years and more",":"
"1962","Estonia","Median age of population - males","29.0"
"1962","Estonia","Median age of population - females","35.7"
"1962","Estonia","Proportion of population aged 0-17 years","26.8"
"1962","Ireland","Median age of population","29.6"
"1962","Ireland","Proportion of population aged 65 years and more","11.2"
"1962","Ireland","Median age of population - males","28.8"
"1962","Ireland","Median age of population - females","30.3"
"1962","Ireland","Proportion of population aged 0-17 years",":"
"1962","Greece","Median age of population",":"
"1962","Greece","Proportion of population aged 65 years and more",":"
"1962","Greece","Median age of population - males",":"
"1962","Greece","Median age of population - females",":"
"1962","Greece","Proportion of population aged 0-17 years",":"
"1962","Spain","Median age of population","29.6"
"1962","Spain","Proportion of population aged 65 years and more","8.4"
"1962","Spain","Median age of population - males","28.2"
"1962","Spain","Median age of population - females","31.0"
"1962","Spain","Proportion of population aged 0-17 years",":"
"1962","France","Median age of population",":"
"1962","France","Proportion of population aged 65 years and more",":"
"1962","France","Median age of population - males",":"
"1962","France","Median age of population - females",":"
"1962","France","Proportion of population aged 0-17 years",":"
"1962","France (metropolitan)","Median age of population","33.0"
"1962","France (metropolitan)","Proportion of population aged 65 years and more","11.8"
"1962","France (metropolitan)","Median age of population - males","31.3"
"1962","France (metropolitan)","Median age of population - females","34.8"
"1962","France (metropolitan)","Proportion of population aged 0-17 years","30.7"
"1962","Croatia","Median age of population",":"
"1962","Croatia","Proportion of population aged 65 years and more",":"
"1962","Croatia","Median age of population - males",":"
"1962","Croatia","Median age of population - females",":"
"1962","Croatia","Proportion of population aged 0-17 years",":"
"1962","Italy","Median age of population","31.6"
"1962","Italy","Proportion of population aged 65 years and more","9.5"
"1962","Italy","Median age of population - males","30.5"
"1962","Italy","Median age of population - females","32.7"
"1962","Italy","Proportion of population aged 0-17 years","29.1"
"1962","Cyprus","Median age of population",":"
"1962","Cyprus","Proportion of population aged 65 years and more",":"
"1962","Cyprus","Median age of population - males",":"
"1962","Cyprus","Median age of population - females",":"
"1962","Cyprus","Proportion of population aged 0-17 years",":"
"1962","Latvia","Median age of population",":"
"1962","Latvia","Proportion of population aged 65 years and more",":"
"1962","Latvia","Median age of population - males",":"
"1962","Latvia","Median age of population - females",":"
"1962","Latvia","Proportion of population aged 0-17 years",":"
"1962","Lithuania","Median age of population",":"
