"TIME","GEO","INDIC_DE","Value"
"1960","Russia","Proportion of live births outside marriage",":"
"1960","Russia","Total fertility rate",":"
"1960","Russia","Mean age of women at childbirth",":"
"1960","Russia","Mean age of women at birth of first child",":"
"1960","Russia","Median age of women at childbirth",":"
"1960","San Marino","Proportion of live births outside marriage",":"
"1960","San Marino","Total fertility rate",":"
"1960","San Marino","Mean age of women at childbirth",":"
"1960","San Marino","Mean age of women at birth of first child",":"
"1960","San Marino","Median age of women at childbirth",":"
"1960","Ukraine","Proportion of live births outside marriage",":"
"1960","Ukraine","Total fertility rate",":"
"1960","Ukraine","Mean age of women at childbirth",":"
"1960","Ukraine","Mean age of women at birth of first child",":"
"1960","Ukraine","Median age of women at childbirth",":"
"1960","Armenia","Proportion of live births outside marriage",":"
"1960","Armenia","Total fertility rate",":"
"1960","Armenia","Mean age of women at childbirth",":"
"1960","Armenia","Mean age of women at birth of first child",":"
"1960","Armenia","Median age of women at childbirth",":"
"1960","Azerbaijan","Proportion of live births outside marriage",":"
"1960","Azerbaijan","Total fertility rate",":"
"1960","Azerbaijan","Mean age of women at childbirth",":"
"1960","Azerbaijan","Mean age of women at birth of first child",":"
"1960","Azerbaijan","Median age of women at childbirth",":"
"1960","Georgia","Proportion of live births outside marriage",":"
"1960","Georgia","Total fertility rate",":"
"1960","Georgia","Mean age of women at childbirth",":"
"1960","Georgia","Mean age of women at birth of first child",":"
"1960","Georgia","Median age of women at childbirth",":"
"1961","Belgium","Proportion of live births outside marriage","2.0"
"1961","Belgium","Total fertility rate","2.63"
"1961","Belgium","Mean age of women at childbirth","27.9"
"1961","Belgium","Mean age of women at birth of first child",":"
"1961","Belgium","Median age of women at childbirth",":"
"1961","Bulgaria","Proportion of live births outside marriage","8.0"
"1961","Bulgaria","Total fertility rate","2.29"
"1961","Bulgaria","Mean age of women at childbirth","25.1"
"1961","Bulgaria","Mean age of women at birth of first child",":"
"1961","Bulgaria","Median age of women at childbirth",":"
"1961","Czechia","Proportion of live births outside marriage","4.6"
"1961","Czechia","Total fertility rate","2.11"
"1961","Czechia","Mean age of women at childbirth","25.6"
"1961","Czechia","Mean age of women at birth of first child",":"
"1961","Czechia","Median age of women at childbirth",":"
"1961","Denmark","Proportion of live births outside marriage","8.0"
"1961","Denmark","Total fertility rate","2.55"
"1961","Denmark","Mean age of women at childbirth","26.9"
"1961","Denmark","Mean age of women at birth of first child",":"
"1961","Denmark","Median age of women at childbirth",":"
"1961","Germany including former GDR","Proportion of live births outside marriage","7.1"
"1961","Germany including former GDR","Total fertility rate",":"
"1961","Germany including former GDR","Mean age of women at childbirth",":"
"1961","Germany including former GDR","Mean age of women at birth of first child",":"
"1961","Germany including former GDR","Median age of women at childbirth",":"
"1961","Estonia","Proportion of live births outside marriage",":"
"1961","Estonia","Total fertility rate","1.98"
"1961","Estonia","Mean age of women at childbirth","27.7"
"1961","Estonia","Mean age of women at birth of first child",":"
"1961","Estonia","Median age of women at childbirth",":"
"1961","Ireland","Proportion of live births outside marriage","1.6"
"1961","Ireland","Total fertility rate","3.78"
"1961","Ireland","Mean age of women at childbirth","31.3"
"1961","Ireland","Mean age of women at birth of first child",":"
"1961","Ireland","Median age of women at childbirth",":"
"1961","Greece","Proportion of live births outside marriage","1.2"
"1961","Greece","Total fertility rate","2.13"
"1961","Greece","Mean age of women at childbirth","28.7"
"1961","Greece","Mean age of women at birth of first child",":"
"1961","Greece","Median age of women at childbirth",":"
"1961","Spain","Proportion of live births outside marriage","2.2"
"1961","Spain","Total fertility rate",":"
"1961","Spain","Mean age of women at childbirth",":"
"1961","Spain","Mean age of women at birth of first child",":"
"1961","Spain","Median age of women at childbirth",":"
"1961","France","Proportion of live births outside marriage",":"
"1961","France","Total fertility rate",":"
"1961","France","Mean age of women at childbirth",":"
"1961","France","Mean age of women at birth of first child",":"
"1961","France","Median age of women at childbirth",":"
"1961","France (metropolitan)","Proportion of live births outside marriage","5.9"
"1961","France (metropolitan)","Total fertility rate","2.81"
"1961","France (metropolitan)","Mean age of women at childbirth","27.6"
"1961","France (metropolitan)","Mean age of women at birth of first child",":"
"1961","France (metropolitan)","Median age of women at childbirth",":"
"1961","Croatia","Proportion of live births outside marriage","7.1"
"1961","Croatia","Total fertility rate",":"
"1961","Croatia","Mean age of women at childbirth",":"
"1961","Croatia","Mean age of women at birth of first child",":"
"1961","Croatia","Median age of women at childbirth",":"
"1961","Italy","Proportion of live births outside marriage","2.4"
"1961","Italy","Total fertility rate","2.44"
"1961","Italy","Mean age of women at childbirth","30.2"
"1961","Italy","Mean age of women at birth of first child",":"
"1961","Italy","Median age of women at childbirth",":"
"1961","Cyprus","Proportion of live births outside marriage","0.3"
"1961","Cyprus","Total fertility rate",":"
"1961","Cyprus","Mean age of women at childbirth",":"
"1961","Cyprus","Mean age of women at birth of first child",":"
"1961","Cyprus","Median age of women at childbirth",":"
"1961","Latvia","Proportion of live births outside marriage","12.3"
"1961","Latvia","Total fertility rate",":"
"1961","Latvia","Mean age of women at childbirth",":"
"1961","Latvia","Mean age of women at birth of first child",":"
"1961","Latvia","Median age of women at childbirth",":"
"1961","Lithuania","Proportion of live births outside marriage",":"
"1961","Lithuania","Total fertility rate",":"
"1961","Lithuania","Mean age of women at childbirth",":"
"1961","Lithuania","Mean age of women at birth of first child",":"
"1961","Lithuania","Median age of women at childbirth",":"
"1961","Luxembourg","Proportion of live births outside marriage","3.4"
"1961","Luxembourg","Total fertility rate",":"
"1961","Luxembourg","Mean age of women at childbirth",":"
"1961","Luxembourg","Mean age of women at birth of first child",":"
"1961","Luxembourg","Median age of women at childbirth",":"
"1961","Hungary","Proportion of live births outside marriage","5.5"
"1961","Hungary","Total fertility rate","1.94"
"1961","Hungary","Mean age of women at childbirth","25.7"
"1961","Hungary","Mean age of women at birth of first child",":"
"1961","Hungary","Median age of women at childbirth",":"
"1961","Malta","Proportion of live births outside marriage","0.7"
"1961","Malta","Total fertility rate",":"
"1961","Malta","Mean age of women at childbirth",":"
"1961","Malta","Mean age of women at birth of first child",":"
"1961","Malta","Median age of women at childbirth",":"
"1961","Netherlands","Proportion of live births outside marriage","1.4"
"1961","Netherlands","Total fertility rate","3.22"
"1961","Netherlands","Mean age of women at childbirth","29.6"
"1961","Netherlands","Mean age of women at birth of first child",":"
"1961","Netherlands","Median age of women at childbirth",":"
"1961","Austria","Proportion of live births outside marriage","12.6"
"1961","Austria","Total fertility rate","2.78"
"1961","Austria","Mean age of women at childbirth","27.5"
"1961","Austria","Mean age of women at birth of first child",":"
"1961","Austria","Median age of women at childbirth",":"
"1961","Poland","Proportion of live births outside marriage",":"
"1961","Poland","Total fertility rate",":"
"1961","Poland","Mean age of women at childbirth",":"
"1961","Poland","Mean age of women at birth of first child",":"
"1961","Poland","Median age of women at childbirth",":"
"1961","Portugal","Proportion of live births outside marriage","8.8"
"1961","Portugal","Total fertility rate","3.21"
"1961","Portugal","Mean age of women at childbirth","29.6"
"1961","Portugal","Mean age of women at birth of first child",":"
"1961","Portugal","Median age of women at childbirth",":"
"1961","Romania","Proportion of live births outside marriage",":"
"1961","Romania","Total fertility rate",":"
"1961","Romania","Mean age of women at childbirth",":"
"1961","Romania","Mean age of women at birth of first child",":"
"1961","Romania","Median age of women at childbirth",":"
"1961","Slovenia","Proportion of live births outside marriage","10.0"
"1961","Slovenia","Total fertility rate",":"
"1961","Slovenia","Mean age of women at childbirth",":"
"1961","Slovenia","Mean age of women at birth of first child",":"
"1961","Slovenia","Median age of women at childbirth",":"
"1961","Slovakia","Proportion of live births outside marriage","4.4"
"1961","Slovakia","Total fertility rate","2.96"
"1961","Slovakia","Mean age of women at childbirth","26.7"
"1961","Slovakia","Mean age of women at birth of first child",":"
"1961","Slovakia","Median age of women at childbirth",":"
"1961","Finland","Proportion of live births outside marriage","4.1"
"1961","Finland","Total fertility rate","2.72"
"1961","Finland","Mean age of women at childbirth","28.3"
"1961","Finland","Mean age of women at birth of first child",":"
"1961","Finland","Median age of women at childbirth",":"
"1961","Sweden","Proportion of live births outside marriage","11.7"
"1961","Sweden","Total fertility rate",":"
"1961","Sweden","Mean age of women at childbirth",":"
"1961","Sweden","Mean age of women at birth of first child",":"
"1961","Sweden","Median age of women at childbirth",":"
"1961","United Kingdom","Proportion of live births outside marriage","5.7"
"1961","United Kingdom","Total fertility rate",":"
"1961","United Kingdom","Mean age of women at childbirth",":"
"1961","United Kingdom","Mean age of women at birth of first child",":"
"1961","United Kingdom","Median age of women at childbirth",":"
"1961","Iceland","Proportion of live births outside marriage","25.3"
"1961","Iceland","Total fertility rate",":"
"1961","Iceland","Mean age of women at childbirth",":"
"1961","Iceland","Mean age of women at birth of first child",":"
"1961","Iceland","Median age of women at childbirth",":"
"1961","Liechtenstein","Proportion of live births outside marriage","3.9"
"1961","Liechtenstein","Total fertility rate",":"
"1961","Liechtenstein","Mean age of women at childbirth",":"
"1961","Liechtenstein","Mean age of women at birth of first child",":"
"1961","Liechtenstein","Median age of women at childbirth",":"
"1961","Norway","Proportion of live births outside marriage","3.7"
"1961","Norway","Total fertility rate","2.94"
"1961","Norway","Mean age of women at childbirth","27.9"
"1961","Norway","Mean age of women at birth of first child",":"
"1961","Norway","Median age of women at childbirth",":"
"1961","Switzerland","Proportion of live births outside marriage","4.0"
"1961","Switzerland","Total fertility rate","2.52"
"1961","Switzerland","Mean age of women at childbirth","28.1"
"1961","Switzerland","Mean age of women at birth of first child",":"
"1961","Switzerland","Median age of women at childbirth",":"
"1961","Montenegro","Proportion of live births outside marriage",":"
"1961","Montenegro","Total fertility rate",":"
"1961","Montenegro","Mean age of women at childbirth",":"
"1961","Montenegro","Mean age of women at birth of first child",":"
"1961","Montenegro","Median age of women at childbirth",":"
"1961","North Macedonia","Proportion of live births outside marriage","5.3"
"1961","North Macedonia","Total fertility rate",":"
"1961","North Macedonia","Mean age of women at childbirth",":"
"1961","North Macedonia","Mean age of women at birth of first child",":"
"1961","North Macedonia","Median age of women at childbirth",":"
"1961","Albania","Proportion of live births outside marriage",":"
"1961","Albania","Total fertility rate",":"
"1961","Albania","Mean age of women at childbirth",":"
"1961","Albania","Mean age of women at birth of first child",":"
"1961","Albania","Median age of women at childbirth",":"
"1961","Serbia","Proportion of live births outside marriage",":"
"1961","Serbia","Total fertility rate",":"
"1961","Serbia","Mean age of women at childbirth",":"
"1961","Serbia","Mean age of women at birth of first child",":"
"1961","Serbia","Median age of women at childbirth",":"
"1961","Turkey","Proportion of live births outside marriage",":"
"1961","Turkey","Total fertility rate",":"
"1961","Turkey","Mean age of women at childbirth",":"
"1961","Turkey","Mean age of women at birth of first child",":"
"1961","Turkey","Median age of women at childbirth",":"
"1961","Andorra","Proportion of live births outside marriage",":"
"1961","Andorra","Total fertility rate",":"
"1961","Andorra","Mean age of women at childbirth",":"
"1961","Andorra","Mean age of women at birth of first child",":"
"1961","Andorra","Median age of women at childbirth",":"
"1961","Belarus","Proportion of live births outside marriage",":"
"1961","Belarus","Total fertility rate",":"
"1961","Belarus","Mean age of women at childbirth",":"
"1961","Belarus","Mean age of women at birth of first child",":"
"1961","Belarus","Median age of women at childbirth",":"
"1961","Bosnia and Herzegovina","Proportion of live births outside marriage",":"
"1961","Bosnia and Herzegovina","Total fertility rate",":"
"1961","Bosnia and Herzegovina","Mean age of women at childbirth",":"
"1961","Bosnia and Herzegovina","Mean age of women at birth of first child",":"
"1961","Bosnia and Herzegovina","Median age of women at childbirth",":"
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of live births outside marriage",":"
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Total fertility rate",":"
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age of women at childbirth",":"
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age of women at birth of first child",":"
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Median age of women at childbirth",":"
"1961","Moldova","Proportion of live births outside marriage",":"
"1961","Moldova","Total fertility rate",":"
"1961","Moldova","Mean age of women at childbirth",":"
"1961","Moldova","Mean age of women at birth of first child",":"
"1961","Moldova","Median age of women at childbirth",":"
"1961","Russia","Proportion of live births outside marriage",":"
"1961","Russia","Total fertility rate",":"
"1961","Russia","Mean age of women at childbirth",":"
"1961","Russia","Mean age of women at birth of first child",":"
"1961","Russia","Median age of women at childbirth",":"
"1961","San Marino","Proportion of live births outside marriage",":"
"1961","San Marino","Total fertility rate",":"
"1961","San Marino","Mean age of women at childbirth",":"
"1961","San Marino","Mean age of women at birth of first child",":"
"1961","San Marino","Median age of women at childbirth",":"
"1961","Ukraine","Proportion of live births outside marriage",":"
"1961","Ukraine","Total fertility rate",":"
"1961","Ukraine","Mean age of women at childbirth",":"
"1961","Ukraine","Mean age of women at birth of first child",":"
"1961","Ukraine","Median age of women at childbirth",":"
"1961","Armenia","Proportion of live births outside marriage",":"
"1961","Armenia","Total fertility rate",":"
"1961","Armenia","Mean age of women at childbirth",":"
"1961","Armenia","Mean age of women at birth of first child",":"
"1961","Armenia","Median age of women at childbirth",":"
"1961","Azerbaijan","Proportion of live births outside marriage",":"
"1961","Azerbaijan","Total fertility rate",":"
"1961","Azerbaijan","Mean age of women at childbirth",":"
"1961","Azerbaijan","Mean age of women at birth of first child",":"
"1961","Azerbaijan","Median age of women at childbirth",":"
"1961","Georgia","Proportion of live births outside marriage",":"
"1961","Georgia","Total fertility rate",":"
"1961","Georgia","Mean age of women at childbirth",":"
"1961","Georgia","Mean age of women at birth of first child",":"
"1961","Georgia","Median age of women at childbirth",":"
"1962","Belgium","Proportion of live births outside marriage","2.1"
"1962","Belgium","Total fertility rate","2.59"
"1962","Belgium","Mean age of women at childbirth","27.9"
"1962","Belgium","Mean age of women at birth of first child",":"
"1962","Belgium","Median age of women at childbirth",":"
"1962","Bulgaria","Proportion of live births outside marriage","8.1"
"1962","Bulgaria","Total fertility rate","2.24"
"1962","Bulgaria","Mean age of women at childbirth","25.1"
"1962","Bulgaria","Mean age of women at birth of first child",":"
"1962","Bulgaria","Median age of women at childbirth",":"
"1962","Czechia","Proportion of live births outside marriage","4.5"
"1962","Czechia","Total fertility rate","2.12"
"1962","Czechia","Mean age of women at childbirth","25.5"
"1962","Czechia","Mean age of women at birth of first child",":"
"1962","Czechia","Median age of women at childbirth",":"
"1962","Denmark","Proportion of live births outside marriage","8.3"
"1962","Denmark","Total fertility rate","2.55"
"1962","Denmark","Mean age of women at childbirth","26.9"
"1962","Denmark","Mean age of women at birth of first child",":"
"1962","Denmark","Median age of women at childbirth",":"
"1962","Germany including former GDR","Proportion of live births outside marriage","6.6"
"1962","Germany including former GDR","Total fertility rate",":"
"1962","Germany including former GDR","Mean age of women at childbirth",":"
"1962","Germany including former GDR","Mean age of women at birth of first child",":"
"1962","Germany including former GDR","Median age of women at childbirth",":"
"1962","Estonia","Proportion of live births outside marriage",":"
"1962","Estonia","Total fertility rate","1.95"
"1962","Estonia","Mean age of women at childbirth","27.5"
"1962","Estonia","Mean age of women at birth of first child",":"
"1962","Estonia","Median age of women at childbirth",":"
"1962","Ireland","Proportion of live births outside marriage","1.8"
"1962","Ireland","Total fertility rate","3.92"
"1962","Ireland","Mean age of women at childbirth","31.3"
"1962","Ireland","Mean age of women at birth of first child",":"
"1962","Ireland","Median age of women at childbirth",":"
"1962","Greece","Proportion of live births outside marriage","1.2"
"1962","Greece","Total fertility rate","2.16"
"1962","Greece","Mean age of women at childbirth","28.6"
"1962","Greece","Mean age of women at birth of first child",":"
"1962","Greece","Median age of women at childbirth",":"
"1962","Spain","Proportion of live births outside marriage","2.1"
"1962","Spain","Total fertility rate",":"
"1962","Spain","Mean age of women at childbirth",":"
"1962","Spain","Mean age of women at birth of first child",":"
"1962","Spain","Median age of women at childbirth",":"
"1962","France","Proportion of live births outside marriage",":"
"1962","France","Total fertility rate",":"
"1962","France","Mean age of women at childbirth",":"
"1962","France","Mean age of women at birth of first child",":"
"1962","France","Median age of women at childbirth",":"
"1962","France (metropolitan)","Proportion of live births outside marriage","5.9"
"1962","France (metropolitan)","Total fertility rate","2.78"
"1962","France (metropolitan)","Mean age of women at childbirth","27.5"
"1962","France (metropolitan)","Mean age of women at birth of first child",":"
"1962","France (metropolitan)","Median age of women at childbirth",":"
"1962","Croatia","Proportion of live births outside marriage","6.5"
"1962","Croatia","Total fertility rate",":"
"1962","Croatia","Mean age of women at childbirth",":"
"1962","Croatia","Mean age of women at birth of first child",":"
"1962","Croatia","Median age of women at childbirth",":"
"1962","Italy","Proportion of live births outside marriage","2.2"
"1962","Italy","Total fertility rate","2.46"
"1962","Italy","Mean age of women at childbirth","30.1"
"1962","Italy","Mean age of women at birth of first child",":"
"1962","Italy","Median age of women at childbirth",":"
"1962","Cyprus","Proportion of live births outside marriage","0.2"
"1962","Cyprus","Total fertility rate",":"
"1962","Cyprus","Mean age of women at childbirth",":"
"1962","Cyprus","Mean age of women at birth of first child",":"
"1962","Cyprus","Median age of women at childbirth",":"
"1962","Latvia","Proportion of live births outside marriage","12.4"
"1962","Latvia","Total fertility rate",":"
