"TIME","GEO","INDIC_DE","Value"
"1960","Croatia","Total first marriage rate - females",":"
"1960","Croatia","Proportion of first marriages - males",":"
"1960","Croatia","Proportion of first marriages - females",":"
"1960","Italy","Marriages","387 683"
"1960","Italy","Crude marriage rate","7.7"
"1960","Italy","Mean age at first marriage - males",":"
"1960","Italy","Mean age at first marriage - females",":"
"1960","Italy","Total first marriage rate - males",":"
"1960","Italy","Total first marriage rate - females",":"
"1960","Italy","Proportion of first marriages - males","97.1"
"1960","Italy","Proportion of first marriages - females","98.9"
"1960","Cyprus","Marriages",":"
"1960","Cyprus","Crude marriage rate",":"
"1960","Cyprus","Mean age at first marriage - males",":"
"1960","Cyprus","Mean age at first marriage - females",":"
"1960","Cyprus","Total first marriage rate - males",":"
"1960","Cyprus","Total first marriage rate - females",":"
"1960","Cyprus","Proportion of first marriages - males",":"
"1960","Cyprus","Proportion of first marriages - females",":"
"1960","Latvia","Marriages","23 365"
"1960","Latvia","Crude marriage rate","11.0"
"1960","Latvia","Mean age at first marriage - males",":"
"1960","Latvia","Mean age at first marriage - females",":"
"1960","Latvia","Total first marriage rate - males",":"
"1960","Latvia","Total first marriage rate - females",":"
"1960","Latvia","Proportion of first marriages - males",":"
"1960","Latvia","Proportion of first marriages - females",":"
"1960","Lithuania","Marriages","28 144"
"1960","Lithuania","Crude marriage rate","10.1"
"1960","Lithuania","Mean age at first marriage - males",":"
"1960","Lithuania","Mean age at first marriage - females",":"
"1960","Lithuania","Total first marriage rate - males",":"
"1960","Lithuania","Total first marriage rate - females",":"
"1960","Lithuania","Proportion of first marriages - males",":"
"1960","Lithuania","Proportion of first marriages - females",":"
"1960","Luxembourg","Marriages","2 236"
"1960","Luxembourg","Crude marriage rate","7.1"
"1960","Luxembourg","Mean age at first marriage - males",":"
"1960","Luxembourg","Mean age at first marriage - females",":"
"1960","Luxembourg","Total first marriage rate - males",":"
"1960","Luxembourg","Total first marriage rate - females",":"
"1960","Luxembourg","Proportion of first marriages - males","94.6"
"1960","Luxembourg","Proportion of first marriages - females","94.3"
"1960","Hungary","Marriages","88 566"
"1960","Hungary","Crude marriage rate","8.9"
"1960","Hungary","Mean age at first marriage - males",":"
"1960","Hungary","Mean age at first marriage - females",":"
"1960","Hungary","Total first marriage rate - males",":"
"1960","Hungary","Total first marriage rate - females",":"
"1960","Hungary","Proportion of first marriages - males",":"
"1960","Hungary","Proportion of first marriages - females",":"
"1960","Malta","Marriages","1 944"
"1960","Malta","Crude marriage rate","6.0"
"1960","Malta","Mean age at first marriage - males",":"
"1960","Malta","Mean age at first marriage - females",":"
"1960","Malta","Total first marriage rate - males",":"
"1960","Malta","Total first marriage rate - females",":"
"1960","Malta","Proportion of first marriages - males",":"
"1960","Malta","Proportion of first marriages - females",":"
"1960","Netherlands","Marriages","88 713"
"1960","Netherlands","Crude marriage rate","7.7"
"1960","Netherlands","Mean age at first marriage - males",":"
"1960","Netherlands","Mean age at first marriage - females",":"
"1960","Netherlands","Total first marriage rate - males",":"
"1960","Netherlands","Total first marriage rate - females",":"
"1960","Netherlands","Proportion of first marriages - males","91.9"
"1960","Netherlands","Proportion of first marriages - females","93.6"
"1960","Austria","Marriages","58 508"
"1960","Austria","Crude marriage rate","8.3"
"1960","Austria","Mean age at first marriage - males",":"
"1960","Austria","Mean age at first marriage - females",":"
"1960","Austria","Total first marriage rate - males",":"
"1960","Austria","Total first marriage rate - females",":"
"1960","Austria","Proportion of first marriages - males","83.5"
"1960","Austria","Proportion of first marriages - females","87.3"
"1960","Poland","Marriages","244 230"
"1960","Poland","Crude marriage rate","8.2"
"1960","Poland","Mean age at first marriage - males",":"
"1960","Poland","Mean age at first marriage - females",":"
"1960","Poland","Total first marriage rate - males",":"
"1960","Poland","Total first marriage rate - females",":"
"1960","Poland","Proportion of first marriages - males",":"
"1960","Poland","Proportion of first marriages - females",":"
"1960","Portugal","Marriages","69 457"
"1960","Portugal","Crude marriage rate","7.8"
"1960","Portugal","Mean age at first marriage - males",":"
"1960","Portugal","Mean age at first marriage - females",":"
"1960","Portugal","Total first marriage rate - males",":"
"1960","Portugal","Total first marriage rate - females",":"
"1960","Portugal","Proportion of first marriages - males","95.9"
"1960","Portugal","Proportion of first marriages - females","97.7"
"1960","Romania","Marriages","197 654"
"1960","Romania","Crude marriage rate","10.7"
"1960","Romania","Mean age at first marriage - males",":"
"1960","Romania","Mean age at first marriage - females",":"
"1960","Romania","Total first marriage rate - males",":"
"1960","Romania","Total first marriage rate - females",":"
"1960","Romania","Proportion of first marriages - males",":"
"1960","Romania","Proportion of first marriages - females",":"
"1960","Slovenia","Marriages","14 013"
"1960","Slovenia","Crude marriage rate","8.8"
"1960","Slovenia","Mean age at first marriage - males",":"
"1960","Slovenia","Mean age at first marriage - females",":"
"1960","Slovenia","Total first marriage rate - males",":"
"1960","Slovenia","Total first marriage rate - females",":"
"1960","Slovenia","Proportion of first marriages - males",":"
"1960","Slovenia","Proportion of first marriages - females",":"
"1960","Slovakia","Marriages","32 179"
"1960","Slovakia","Crude marriage rate","7.9"
"1960","Slovakia","Mean age at first marriage - males",":"
"1960","Slovakia","Mean age at first marriage - females",":"
"1960","Slovakia","Total first marriage rate - males",":"
"1960","Slovakia","Total first marriage rate - females",":"
"1960","Slovakia","Proportion of first marriages - males",":"
"1960","Slovakia","Proportion of first marriages - females",":"
"1960","Finland","Marriages","32 834"
"1960","Finland","Crude marriage rate","7.4"
"1960","Finland","Mean age at first marriage - males",":"
"1960","Finland","Mean age at first marriage - females",":"
"1960","Finland","Total first marriage rate - males",":"
"1960","Finland","Total first marriage rate - females",":"
"1960","Finland","Proportion of first marriages - males","89.7"
"1960","Finland","Proportion of first marriages - females","91.3"
"1960","Sweden","Marriages","50 149"
"1960","Sweden","Crude marriage rate","6.7"
"1960","Sweden","Mean age at first marriage - males",":"
"1960","Sweden","Mean age at first marriage - females",":"
"1960","Sweden","Total first marriage rate - males",":"
"1960","Sweden","Total first marriage rate - females",":"
"1960","Sweden","Proportion of first marriages - males","87.6"
"1960","Sweden","Proportion of first marriages - females","88.7"
"1960","United Kingdom","Marriages","393 598"
"1960","United Kingdom","Crude marriage rate","7.5"
"1960","United Kingdom","Mean age at first marriage - males",":"
"1960","United Kingdom","Mean age at first marriage - females",":"
"1960","United Kingdom","Total first marriage rate - males",":"
"1960","United Kingdom","Total first marriage rate - females",":"
"1960","United Kingdom","Proportion of first marriages - males","89.6"
"1960","United Kingdom","Proportion of first marriages - females","90.7"
"1960","Iceland","Marriages","1 309"
"1960","Iceland","Crude marriage rate","7.5"
"1960","Iceland","Mean age at first marriage - males",":"
"1960","Iceland","Mean age at first marriage - females",":"
"1960","Iceland","Total first marriage rate - males",":"
"1960","Iceland","Total first marriage rate - females",":"
"1960","Iceland","Proportion of first marriages - males","92.6"
"1960","Iceland","Proportion of first marriages - females","94.0"
"1960","Liechtenstein","Marriages","94"
"1960","Liechtenstein","Crude marriage rate","5.7"
"1960","Liechtenstein","Mean age at first marriage - males",":"
"1960","Liechtenstein","Mean age at first marriage - females",":"
"1960","Liechtenstein","Total first marriage rate - males",":"
"1960","Liechtenstein","Total first marriage rate - females",":"
"1960","Liechtenstein","Proportion of first marriages - males",":"
"1960","Liechtenstein","Proportion of first marriages - females",":"
"1960","Norway","Marriages","23 651"
"1960","Norway","Crude marriage rate","6.6"
"1960","Norway","Mean age at first marriage - males",":"
"1960","Norway","Mean age at first marriage - females",":"
"1960","Norway","Total first marriage rate - males",":"
"1960","Norway","Total first marriage rate - females",":"
"1960","Norway","Proportion of first marriages - males","91.8"
"1960","Norway","Proportion of first marriages - females","92.5"
"1960","Switzerland","Marriages","41 574"
"1960","Switzerland","Crude marriage rate","7.8"
"1960","Switzerland","Mean age at first marriage - males",":"
"1960","Switzerland","Mean age at first marriage - females",":"
"1960","Switzerland","Total first marriage rate - males",":"
"1960","Switzerland","Total first marriage rate - females",":"
"1960","Switzerland","Proportion of first marriages - males","87.8"
"1960","Switzerland","Proportion of first marriages - females","90.7"
"1960","Montenegro","Marriages",":"
"1960","Montenegro","Crude marriage rate",":"
"1960","Montenegro","Mean age at first marriage - males",":"
"1960","Montenegro","Mean age at first marriage - females",":"
"1960","Montenegro","Total first marriage rate - males",":"
"1960","Montenegro","Total first marriage rate - females",":"
"1960","Montenegro","Proportion of first marriages - males",":"
"1960","Montenegro","Proportion of first marriages - females",":"
"1960","North Macedonia","Marriages","11 941"
"1960","North Macedonia","Crude marriage rate","8.6"
"1960","North Macedonia","Mean age at first marriage - males",":"
"1960","North Macedonia","Mean age at first marriage - females",":"
"1960","North Macedonia","Total first marriage rate - males",":"
"1960","North Macedonia","Total first marriage rate - females",":"
"1960","North Macedonia","Proportion of first marriages - males",":"
"1960","North Macedonia","Proportion of first marriages - females",":"
"1960","Albania","Marriages","12 571"
"1960","Albania","Crude marriage rate","7.8"
"1960","Albania","Mean age at first marriage - males",":"
"1960","Albania","Mean age at first marriage - females",":"
"1960","Albania","Total first marriage rate - males",":"
"1960","Albania","Total first marriage rate - females",":"
"1960","Albania","Proportion of first marriages - males",":"
"1960","Albania","Proportion of first marriages - females",":"
"1960","Serbia","Marriages",":"
"1960","Serbia","Crude marriage rate",":"
"1960","Serbia","Mean age at first marriage - males",":"
"1960","Serbia","Mean age at first marriage - females",":"
"1960","Serbia","Total first marriage rate - males",":"
"1960","Serbia","Total first marriage rate - females",":"
"1960","Serbia","Proportion of first marriages - males",":"
"1960","Serbia","Proportion of first marriages - females",":"
"1960","Turkey","Marriages",":"
"1960","Turkey","Crude marriage rate",":"
"1960","Turkey","Mean age at first marriage - males",":"
"1960","Turkey","Mean age at first marriage - females",":"
"1960","Turkey","Total first marriage rate - males",":"
"1960","Turkey","Total first marriage rate - females",":"
"1960","Turkey","Proportion of first marriages - males",":"
"1960","Turkey","Proportion of first marriages - females",":"
"1960","Andorra","Marriages",":"
"1960","Andorra","Crude marriage rate",":"
"1960","Andorra","Mean age at first marriage - males",":"
"1960","Andorra","Mean age at first marriage - females",":"
"1960","Andorra","Total first marriage rate - males",":"
"1960","Andorra","Total first marriage rate - females",":"
"1960","Andorra","Proportion of first marriages - males",":"
"1960","Andorra","Proportion of first marriages - females",":"
"1960","Belarus","Marriages",":"
"1960","Belarus","Crude marriage rate",":"
"1960","Belarus","Mean age at first marriage - males",":"
"1960","Belarus","Mean age at first marriage - females",":"
"1960","Belarus","Total first marriage rate - males",":"
"1960","Belarus","Total first marriage rate - females",":"
"1960","Belarus","Proportion of first marriages - males",":"
"1960","Belarus","Proportion of first marriages - females",":"
"1960","Bosnia and Herzegovina","Marriages","32 855"
"1960","Bosnia and Herzegovina","Crude marriage rate","10.1"
"1960","Bosnia and Herzegovina","Mean age at first marriage - males",":"
"1960","Bosnia and Herzegovina","Mean age at first marriage - females",":"
"1960","Bosnia and Herzegovina","Total first marriage rate - males",":"
"1960","Bosnia and Herzegovina","Total first marriage rate - females",":"
"1960","Bosnia and Herzegovina","Proportion of first marriages - males",":"
"1960","Bosnia and Herzegovina","Proportion of first marriages - females",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Marriages",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Total first marriage rate - males",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Total first marriage rate - females",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of first marriages - males",":"
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of first marriages - females",":"
"1960","Moldova","Marriages",":"
"1960","Moldova","Crude marriage rate",":"
"1960","Moldova","Mean age at first marriage - males",":"
"1960","Moldova","Mean age at first marriage - females",":"
"1960","Moldova","Total first marriage rate - males",":"
"1960","Moldova","Total first marriage rate - females",":"
"1960","Moldova","Proportion of first marriages - males",":"
"1960","Moldova","Proportion of first marriages - females",":"
"1960","Monaco","Marriages",":"
"1960","Monaco","Crude marriage rate",":"
"1960","Monaco","Mean age at first marriage - males",":"
"1960","Monaco","Mean age at first marriage - females",":"
"1960","Monaco","Total first marriage rate - males",":"
"1960","Monaco","Total first marriage rate - females",":"
"1960","Monaco","Proportion of first marriages - males",":"
"1960","Monaco","Proportion of first marriages - females",":"
"1960","Russia","Marriages",":"
"1960","Russia","Crude marriage rate",":"
"1960","Russia","Mean age at first marriage - males",":"
"1960","Russia","Mean age at first marriage - females",":"
"1960","Russia","Total first marriage rate - males",":"
"1960","Russia","Total first marriage rate - females",":"
"1960","Russia","Proportion of first marriages - males",":"
"1960","Russia","Proportion of first marriages - females",":"
"1960","San Marino","Marriages",":"
"1960","San Marino","Crude marriage rate",":"
"1960","San Marino","Mean age at first marriage - males",":"
"1960","San Marino","Mean age at first marriage - females",":"
"1960","San Marino","Total first marriage rate - males",":"
"1960","San Marino","Total first marriage rate - females",":"
"1960","San Marino","Proportion of first marriages - males",":"
"1960","San Marino","Proportion of first marriages - females",":"
"1960","Ukraine","Marriages",":"
"1960","Ukraine","Crude marriage rate",":"
"1960","Ukraine","Mean age at first marriage - males",":"
"1960","Ukraine","Mean age at first marriage - females",":"
"1960","Ukraine","Total first marriage rate - males",":"
"1960","Ukraine","Total first marriage rate - females",":"
"1960","Ukraine","Proportion of first marriages - males",":"
"1960","Ukraine","Proportion of first marriages - females",":"
"1960","Armenia","Marriages",":"
"1960","Armenia","Crude marriage rate",":"
"1960","Armenia","Mean age at first marriage - males",":"
"1960","Armenia","Mean age at first marriage - females",":"
"1960","Armenia","Total first marriage rate - males",":"
"1960","Armenia","Total first marriage rate - females",":"
"1960","Armenia","Proportion of first marriages - males",":"
"1960","Armenia","Proportion of first marriages - females",":"
"1960","Azerbaijan","Marriages",":"
"1960","Azerbaijan","Crude marriage rate",":"
"1960","Azerbaijan","Mean age at first marriage - males",":"
"1960","Azerbaijan","Mean age at first marriage - females",":"
"1960","Azerbaijan","Total first marriage rate - males",":"
"1960","Azerbaijan","Total first marriage rate - females",":"
"1960","Azerbaijan","Proportion of first marriages - males",":"
"1960","Azerbaijan","Proportion of first marriages - females",":"
"1960","Georgia","Marriages",":"
"1960","Georgia","Crude marriage rate",":"
"1960","Georgia","Mean age at first marriage - males",":"
"1960","Georgia","Mean age at first marriage - females",":"
"1960","Georgia","Total first marriage rate - males",":"
"1960","Georgia","Total first marriage rate - females",":"
"1960","Georgia","Proportion of first marriages - males",":"
"1960","Georgia","Proportion of first marriages - females",":"
"1961","Belgium","Marriages","62 371"
"1961","Belgium","Crude marriage rate","6.8"
"1961","Belgium","Mean age at first marriage - males",":"
"1961","Belgium","Mean age at first marriage - females",":"
"1961","Belgium","Total first marriage rate - males",":"
"1961","Belgium","Total first marriage rate - females",":"
"1961","Belgium","Proportion of first marriages - males","90.8"
"1961","Belgium","Proportion of first marriages - females","90.9"
"1961","Bulgaria","Marriages","66 770"
"1961","Bulgaria","Crude marriage rate","8.4"
"1961","Bulgaria","Mean age at first marriage - males",":"
"1961","Bulgaria","Mean age at first marriage - females",":"
"1961","Bulgaria","Total first marriage rate - males",":"
"1961","Bulgaria","Total first marriage rate - females",":"
"1961","Bulgaria","Proportion of first marriages - males",":"
"1961","Bulgaria","Proportion of first marriages - females",":"
"1961","Czechia","Marriages","74 003"
"1961","Czechia","Crude marriage rate","7.7"
"1961","Czechia","Mean age at first marriage - males",":"
"1961","Czechia","Mean age at first marriage - females",":"
"1961","Czechia","Total first marriage rate - males",":"
"1961","Czechia","Total first marriage rate - females",":"
"1961","Czechia","Proportion of first marriages - males",":"
"1961","Czechia","Proportion of first marriages - females",":"
"1961","Denmark","Marriages","36 364"
"1961","Denmark","Crude marriage rate","7.9"
"1961","Denmark","Mean age at first marriage - males",":"
"1961","Denmark","Mean age at first marriage - females",":"
"1961","Denmark","Total first marriage rate - males",":"
"1961","Denmark","Total first marriage rate - females",":"
"1961","Denmark","Proportion of first marriages - males","85.5"
"1961","Denmark","Proportion of first marriages - females","87.5"
"1961","Germany including former GDR","Marriages","699 339"
"1961","Germany including former GDR","Crude marriage rate","9.5"
"1961","Germany including former GDR","Mean age at first marriage - males",":"
"1961","Germany including former GDR","Mean age at first marriage - females",":"
"1961","Germany including former GDR","Total first marriage rate - males",":"
"1961","Germany including former GDR","Total first marriage rate - females",":"
"1961","Germany including former GDR","Proportion of first marriages - males","86.0"
"1961","Germany including former GDR","Proportion of first marriages - females","89.3"
"1961","Estonia","Marriages","11 924"
"1961","Estonia","Crude marriage rate","9.7"
"1961","Estonia","Mean age at first marriage - males",":"
"1961","Estonia","Mean age at first marriage - females",":"
"1961","Estonia","Total first marriage rate - males",":"
"1961","Estonia","Total first marriage rate - females",":"
"1961","Estonia","Proportion of first marriages - males",":"
"1961","Estonia","Proportion of first marriages - females",":"
"1961","Ireland","Marriages","15 329"
"1961","Ireland","Crude marriage rate","5.4"
"1961","Ireland","Mean age at first marriage - males",":"
"1961","Ireland","Mean age at first marriage - females",":"
"1961","Ireland","Total first marriage rate - males",":"
"1961","Ireland","Total first marriage rate - females",":"
"1961","Ireland","Proportion of first marriages - males","97.7"
"1961","Ireland","Proportion of first marriages - females","98.7"
"1961","Greece","Marriages","70 914"
"1961","Greece","Crude marriage rate","8.4"
"1961","Greece","Mean age at first marriage - males",":"
"1961","Greece","Mean age at first marriage - females",":"
"1961","Greece","Total first marriage rate - males",":"
"1961","Greece","Total first marriage rate - females",":"
"1961","Greece","Proportion of first marriages - males","94.5"
"1961","Greece","Proportion of first marriages - females","96.5"
"1961","Spain","Marriages","238 183"
"1961","Spain","Crude marriage rate","7.7"
"1961","Spain","Mean age at first marriage - males",":"
"1961","Spain","Mean age at first marriage - females",":"
"1961","Spain","Total first marriage rate - males",":"
"1961","Spain","Total first marriage rate - females",":"
"1961","Spain","Proportion of first marriages - males","97.5"
"1961","Spain","Proportion of first marriages - females","98.8"
"1961","France","Marriages",":"
"1961","France","Crude marriage rate",":"
"1961","France","Mean age at first marriage - males",":"
"1961","France","Mean age at first marriage - females",":"
"1961","France","Total first marriage rate - males",":"
"1961","France","Total first marriage rate - females",":"
"1961","France","Proportion of first marriages - males",":"
"1961","France","Proportion of first marriages - females",":"
"1961","France (metropolitan)","Marriages","314 841"
"1961","France (metropolitan)","Crude marriage rate","6.8"
"1961","France (metropolitan)","Mean age at first marriage - males",":"
"1961","France (metropolitan)","Mean age at first marriage - females",":"
"1961","France (metropolitan)","Total first marriage rate - males",":"
"1961","France (metropolitan)","Total first marriage rate - females",":"
"1961","France (metropolitan)","Proportion of first marriages - males","90.0"
"1961","France (metropolitan)","Proportion of first marriages - females","90.4"
"1961","Croatia","Marriages","36 634"
"1961","Croatia","Crude marriage rate","8.8"
"1961","Croatia","Mean age at first marriage - males",":"
"1961","Croatia","Mean age at first marriage - females",":"
"1961","Croatia","Total first marriage rate - males",":"
"1961","Croatia","Total first marriage rate - females",":"
"1961","Croatia","Proportion of first marriages - males",":"
"1961","Croatia","Proportion of first marriages - females",":"
"1961","Italy","Marriages","397 461"
"1961","Italy","Crude marriage rate","7.9"
"1961","Italy","Mean age at first marriage - males",":"
"1961","Italy","Mean age at first marriage - females",":"
"1961","Italy","Total first marriage rate - males",":"
"1961","Italy","Total first marriage rate - females",":"
"1961","Italy","Proportion of first marriages - males","97.1"
"1961","Italy","Proportion of first marriages - females","98.8"
"1961","Cyprus","Marriages",":"
"1961","Cyprus","Crude marriage rate",":"
"1961","Cyprus","Mean age at first marriage - males",":"
"1961","Cyprus","Mean age at first marriage - females",":"
"1961","Cyprus","Total first marriage rate - males",":"
"1961","Cyprus","Total first marriage rate - females",":"
"1961","Cyprus","Proportion of first marriages - males",":"
"1961","Cyprus","Proportion of first marriages - females",":"
"1961","Latvia","Marriages","22 703"
"1961","Latvia","Crude marriage rate","10.5"
"1961","Latvia","Mean age at first marriage - males",":"
"1961","Latvia","Mean age at first marriage - females",":"
"1961","Latvia","Total first marriage rate - males",":"
"1961","Latvia","Total first marriage rate - females",":"
"1961","Latvia","Proportion of first marriages - males",":"
"1961","Latvia","Proportion of first marriages - females",":"
"1961","Lithuania","Marriages","28 069"
"1961","Lithuania","Crude marriage rate","9.9"
"1961","Lithuania","Mean age at first marriage - males",":"
"1961","Lithuania","Mean age at first marriage - females",":"
"1961","Lithuania","Total first marriage rate - males",":"
"1961","Lithuania","Total first marriage rate - females",":"
"1961","Lithuania","Proportion of first marriages - males",":"
"1961","Lithuania","Proportion of first marriages - females",":"
"1961","Luxembourg","Marriages","2 204"
"1961","Luxembourg","Crude marriage rate","7.0"
"1961","Luxembourg","Mean age at first marriage - males",":"
"1961","Luxembourg","Mean age at first marriage - females",":"
"1961","Luxembourg","Total first marriage rate - males",":"
"1961","Luxembourg","Total first marriage rate - females",":"
"1961","Luxembourg","Proportion of first marriages - males","93.3"
"1961","Luxembourg","Proportion of first marriages - females","94.0"
"1961","Hungary","Marriages","83 072"
"1961","Hungary","Crude marriage rate","8.3"
"1961","Hungary","Mean age at first marriage - males",":"
"1961","Hungary","Mean age at first marriage - females",":"
"1961","Hungary","Total first marriage rate - males",":"
"1961","Hungary","Total first marriage rate - females",":"
"1961","Hungary","Proportion of first marriages - males",":"
"1961","Hungary","Proportion of first marriages - females",":"
"1961","Malta","Marriages","1 949"
"1961","Malta","Crude marriage rate","6.0"
"1961","Malta","Mean age at first marriage - males",":"
"1961","Malta","Mean age at first marriage - females",":"
"1961","Malta","Total first marriage rate - males",":"
"1961","Malta","Total first marriage rate - females",":"
"1961","Malta","Proportion of first marriages - males",":"
"1961","Malta","Proportion of first marriages - females",":"
"1961","Netherlands","Marriages","92 251"
"1961","Netherlands","Crude marriage rate","7.9"
"1961","Netherlands","Mean age at first marriage - males",":"
"1961","Netherlands","Mean age at first marriage - females",":"
"1961","Netherlands","Total first marriage rate - males",":"
"1961","Netherlands","Total first marriage rate - females",":"
"1961","Netherlands","Proportion of first marriages - males","92.3"
"1961","Netherlands","Proportion of first marriages - females","94.1"
"1961","Austria","Marriages","60 001"
"1961","Austria","Crude marriage rate","8.5"
"1961","Austria","Mean age at first marriage - males",":"
"1961","Austria","Mean age at first marriage - females",":"
"1961","Austria","Total first marriage rate - males",":"
"1961","Austria","Total first marriage rate - females",":"
"1961","Austria","Proportion of first marriages - males","84.3"
"1961","Austria","Proportion of first marriages - females","87.9"
"1961","Poland","Marriages","236 024"
"1961","Poland","Crude marriage rate","7.9"
"1961","Poland","Mean age at first marriage - males",":"
"1961","Poland","Mean age at first marriage - females",":"
"1961","Poland","Total first marriage rate - males",":"
"1961","Poland","Total first marriage rate - females",":"
"1961","Poland","Proportion of first marriages - males",":"
"1961","Poland","Proportion of first marriages - females",":"
"1961","Portugal","Marriages","78 199"
"1961","Portugal","Crude marriage rate","8.8"
"1961","Portugal","Mean age at first marriage - males",":"
"1961","Portugal","Mean age at first marriage - females",":"
"1961","Portugal","Total first marriage rate - males",":"
"1961","Portugal","Total first marriage rate - females",":"
"1961","Portugal","Proportion of first marriages - males","96.1"
"1961","Portugal","Proportion of first marriages - females","97.8"
"1961","Romania","Marriages","180 465"
"1961","Romania","Crude marriage rate","9.7"
"1961","Romania","Mean age at first marriage - males",":"
