"TIME","GEO","AGE","SEX","UNIT","Value"
"1984","Albania","Total","Total","Number","2 872 681"
"1984","Albania","Less than 15 years","Total","Number",":"
"1984","Albania","From 15 to 64 years","Total","Number",":"
"1984","Albania","65 years or over","Total","Number",":"
"1984","Albania","Unknown","Total","Number",":"
"1984","Serbia","Total","Total","Number",":"
"1984","Serbia","Less than 15 years","Total","Number",":"
"1984","Serbia","From 15 to 64 years","Total","Number",":"
"1984","Serbia","65 years or over","Total","Number",":"
"1984","Serbia","Unknown","Total","Number",":"
"1984","Turkey","Total","Total","Number","48 401 689"
"1984","Turkey","Less than 15 years","Total","Number","18 362 274"
"1984","Turkey","From 15 to 64 years","Total","Number","27 963 461"
"1984","Turkey","65 years or over","Total","Number","2 075 954"
"1984","Turkey","Unknown","Total","Number","0"
"1984","Andorra","Total","Total","Number",":"
"1984","Andorra","Less than 15 years","Total","Number",":"
"1984","Andorra","From 15 to 64 years","Total","Number",":"
"1984","Andorra","65 years or over","Total","Number",":"
"1984","Andorra","Unknown","Total","Number",":"
"1984","Belarus","Total","Total","Number",":"
"1984","Belarus","Less than 15 years","Total","Number",":"
"1984","Belarus","From 15 to 64 years","Total","Number",":"
"1984","Belarus","65 years or over","Total","Number",":"
"1984","Belarus","Unknown","Total","Number",":"
"1984","Bosnia and Herzegovina","Total","Total","Number","4 248 746"
"1984","Bosnia and Herzegovina","Less than 15 years","Total","Number",":"
"1984","Bosnia and Herzegovina","From 15 to 64 years","Total","Number",":"
"1984","Bosnia and Herzegovina","65 years or over","Total","Number",":"
"1984","Bosnia and Herzegovina","Unknown","Total","Number",":"
"1984","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1984","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 15 years","Total","Number",":"
"1984","Kosovo (under United Nations Security Council Resolution 1244/99)","From 15 to 64 years","Total","Number",":"
"1984","Kosovo (under United Nations Security Council Resolution 1244/99)","65 years or over","Total","Number",":"
"1984","Kosovo (under United Nations Security Council Resolution 1244/99)","Unknown","Total","Number",":"
"1984","Moldova","Total","Total","Number",":"
"1984","Moldova","Less than 15 years","Total","Number",":"
"1984","Moldova","From 15 to 64 years","Total","Number",":"
"1984","Moldova","65 years or over","Total","Number",":"
"1984","Moldova","Unknown","Total","Number",":"
"1984","Monaco","Total","Total","Number",":"
"1984","Monaco","Less than 15 years","Total","Number",":"
"1984","Monaco","From 15 to 64 years","Total","Number",":"
"1984","Monaco","65 years or over","Total","Number",":"
"1984","Monaco","Unknown","Total","Number",":"
"1984","Russia","Total","Total","Number",":"
"1984","Russia","Less than 15 years","Total","Number",":"
"1984","Russia","From 15 to 64 years","Total","Number",":"
"1984","Russia","65 years or over","Total","Number",":"
"1984","Russia","Unknown","Total","Number",":"
"1984","San Marino","Total","Total","Number",":"
"1984","San Marino","Less than 15 years","Total","Number",":"
"1984","San Marino","From 15 to 64 years","Total","Number",":"
"1984","San Marino","65 years or over","Total","Number",":"
"1984","San Marino","Unknown","Total","Number",":"
"1984","Ukraine","Total","Total","Number",":"
"1984","Ukraine","Less than 15 years","Total","Number",":"
"1984","Ukraine","From 15 to 64 years","Total","Number",":"
"1984","Ukraine","65 years or over","Total","Number",":"
"1984","Ukraine","Unknown","Total","Number",":"
"1984","Armenia","Total","Total","Number",":"
"1984","Armenia","Less than 15 years","Total","Number",":"
"1984","Armenia","From 15 to 64 years","Total","Number",":"
"1984","Armenia","65 years or over","Total","Number",":"
"1984","Armenia","Unknown","Total","Number",":"
"1984","Azerbaijan","Total","Total","Number",":"
"1984","Azerbaijan","Less than 15 years","Total","Number",":"
"1984","Azerbaijan","From 15 to 64 years","Total","Number",":"
"1984","Azerbaijan","65 years or over","Total","Number",":"
"1984","Azerbaijan","Unknown","Total","Number",":"
"1984","Georgia","Total","Total","Number",":"
"1984","Georgia","Less than 15 years","Total","Number",":"
"1984","Georgia","From 15 to 64 years","Total","Number",":"
"1984","Georgia","65 years or over","Total","Number",":"
"1984","Georgia","Unknown","Total","Number",":"
"1985","Belgium","Total","Total","Number","9 857 721"
"1985","Belgium","Less than 15 years","Total","Number","1 862 830"
"1985","Belgium","From 15 to 64 years","Total","Number","6 644 788"
"1985","Belgium","65 years or over","Total","Number","1 350 103"
"1985","Belgium","Unknown","Total","Number","0"
"1985","Bulgaria","Total","Total","Number","8 971 214"
"1985","Bulgaria","Less than 15 years","Total","Number","1 945 837"
"1985","Bulgaria","From 15 to 64 years","Total","Number","6 014 424"
"1985","Bulgaria","65 years or over","Total","Number","1 010 953"
"1985","Bulgaria","Unknown","Total","Number","0"
"1985","Czechia","Total","Total","Number","10 333 900"
"1985","Czechia","Less than 15 years","Total","Number","2 422 577"
"1985","Czechia","From 15 to 64 years","Total","Number","6 692 112"
"1985","Czechia","65 years or over","Total","Number","1 219 211"
"1985","Czechia","Unknown","Total","Number","0"
"1985","Denmark","Total","Total","Number","5 111 108"
"1985","Denmark","Less than 15 years","Total","Number","950 715"
"1985","Denmark","From 15 to 64 years","Total","Number","3 394 339"
"1985","Denmark","65 years or over","Total","Number","766 054"
"1985","Denmark","Unknown","Total","Number","0"
"1985","Germany including former GDR","Total","Total","Number","77 709 213"
"1985","Germany including former GDR","Less than 15 years","Total","Number","12 550 669"
"1985","Germany including former GDR","From 15 to 64 years","Total","Number","53 911 432"
"1985","Germany including former GDR","65 years or over","Total","Number","11 247 112"
"1985","Germany including former GDR","Unknown","Total","Number","0"
"1985","Estonia","Total","Total","Number","1 523 486"
"1985","Estonia","Less than 15 years","Total","Number","338 647"
"1985","Estonia","From 15 to 64 years","Total","Number","1 009 562"
"1985","Estonia","65 years or over","Total","Number","175 128"
"1985","Estonia","Unknown","Total","Number","149"
"1985","Ireland","Total","Total","Number","3 542 046"
"1985","Ireland","Less than 15 years","Total","Number","1 037 561"
"1985","Ireland","From 15 to 64 years","Total","Number","2 122 355"
"1985","Ireland","65 years or over","Total","Number","382 130"
"1985","Ireland","Unknown","Total","Number","0"
"1985","Greece","Total","Total","Number","9 919 500"
"1985","Greece","Less than 15 years","Total","Number","2 093 900"
"1985","Greece","From 15 to 64 years","Total","Number","6 502 700"
"1985","Greece","65 years or over","Total","Number","1 322 900"
"1985","Greece","Unknown","Total","Number","0"
"1985","Spain","Total","Total","Number","38 407 829"
"1985","Spain","Less than 15 years","Total","Number","9 067 476"
"1985","Spain","From 15 to 64 years","Total","Number","24 798 017"
"1985","Spain","65 years or over","Total","Number","4 542 336"
"1985","Spain","Unknown","Total","Number","0"
"1985","France","Total","Total","Number",":"
"1985","France","Less than 15 years","Total","Number",":"
"1985","France","From 15 to 64 years","Total","Number",":"
"1985","France","65 years or over","Total","Number",":"
"1985","France","Unknown","Total","Number",":"
"1985","France (metropolitan)","Total","Total","Number","55 157 303"
"1985","France (metropolitan)","Less than 15 years","Total","Number","11 782 613"
"1985","France (metropolitan)","From 15 to 64 years","Total","Number","36 322 761"
"1985","France (metropolitan)","65 years or over","Total","Number","7 051 929"
"1985","France (metropolitan)","Unknown","Total","Number","0"
"1985","Croatia","Total","Total","Number","4 690 983"
"1985","Croatia","Less than 15 years","Total","Number",":"
"1985","Croatia","From 15 to 64 years","Total","Number",":"
"1985","Croatia","65 years or over","Total","Number",":"
"1985","Croatia","Unknown","Total","Number",":"
"1985","Italy","Total","Total","Number","56 588 319"
"1985","Italy","Less than 15 years","Total","Number","11 118 330"
"1985","Italy","From 15 to 64 years","Total","Number","38 176 262"
"1985","Italy","65 years or over","Total","Number","7 293 727"
"1985","Italy","Unknown","Total","Number","0"
"1985","Cyprus","Total","Total","Number","538 397"
"1985","Cyprus","Less than 15 years","Total","Number","137 404"
"1985","Cyprus","From 15 to 64 years","Total","Number","343 066"
"1985","Cyprus","65 years or over","Total","Number","57 927"
"1985","Cyprus","Unknown","Total","Number","0"
"1985","Latvia","Total","Total","Number","2 570 030"
"1985","Latvia","Less than 15 years","Total","Number","544 220"
"1985","Latvia","From 15 to 64 years","Total","Number","1 722 526"
"1985","Latvia","65 years or over","Total","Number","303 284"
"1985","Latvia","Unknown","Total","Number","0"
"1985","Lithuania","Total","Total","Number","3 528 698"
"1985","Lithuania","Less than 15 years","Total","Number","814 080"
"1985","Lithuania","From 15 to 64 years","Total","Number","2 350 872"
"1985","Lithuania","65 years or over","Total","Number","363 746"
"1985","Lithuania","Unknown","Total","Number","0"
"1985","Luxembourg","Total","Total","Number","366 202"
"1985","Luxembourg","Less than 15 years","Total","Number","63 451"
"1985","Luxembourg","From 15 to 64 years","Total","Number","254 419"
"1985","Luxembourg","65 years or over","Total","Number","48 332"
"1985","Luxembourg","Unknown","Total","Number","0"
"1985","Hungary","Total","Total","Number","10 657 420"
"1985","Hungary","Less than 15 years","Total","Number","2 298 528"
"1985","Hungary","From 15 to 64 years","Total","Number","7 051 247"
"1985","Hungary","65 years or over","Total","Number","1 307 645"
"1985","Hungary","Unknown","Total","Number","0"
"1985","Malta","Total","Total","Number","331 997"
"1985","Malta","Less than 15 years","Total","Number","80 649"
"1985","Malta","From 15 to 64 years","Total","Number","221 507"
"1985","Malta","65 years or over","Total","Number","29 841"
"1985","Malta","Unknown","Total","Number","0"
"1985","Netherlands","Total","Total","Number","14 453 833"
"1985","Netherlands","Less than 15 years","Total","Number","2 850 207"
"1985","Netherlands","From 15 to 64 years","Total","Number","9 873 880"
"1985","Netherlands","65 years or over","Total","Number","1 729 746"
"1985","Netherlands","Unknown","Total","Number","0"
"1985","Austria","Total","Total","Number","7 563 233"
"1985","Austria","Less than 15 years","Total","Number","1 395 211"
"1985","Austria","From 15 to 64 years","Total","Number","5 099 078"
"1985","Austria","65 years or over","Total","Number","1 068 944"
"1985","Austria","Unknown","Total","Number","0"
"1985","Poland","Total","Total","Number","37 063 303"
"1985","Poland","Less than 15 years","Total","Number","9 421 763"
"1985","Poland","From 15 to 64 years","Total","Number","24 146 803"
"1985","Poland","65 years or over","Total","Number","3 494 737"
"1985","Poland","Unknown","Total","Number","0"
"1985","Portugal","Total","Total","Number","10 016 605"
"1985","Portugal","Less than 15 years","Total","Number","2 393 648"
"1985","Portugal","From 15 to 64 years","Total","Number","6 447 107"
"1985","Portugal","65 years or over","Total","Number","1 175 850"
"1985","Portugal","Unknown","Total","Number","0"
"1985","Romania","Total","Total","Number","22 687 374"
"1985","Romania","Less than 15 years","Total","Number","5 639 715"
"1985","Romania","From 15 to 64 years","Total","Number","14 902 056"
"1985","Romania","65 years or over","Total","Number","2 145 603"
"1985","Romania","Unknown","Total","Number","0"
"1985","Slovenia","Total","Total","Number","1 936 839"
"1985","Slovenia","Less than 15 years","Total","Number","434 063"
"1985","Slovenia","From 15 to 64 years","Total","Number","1 307 211"
"1985","Slovenia","65 years or over","Total","Number","195 565"
"1985","Slovenia","Unknown","Total","Number","0"
"1985","Slovakia","Total","Total","Number","5 144 568"
"1985","Slovakia","Less than 15 years","Total","Number","1 358 498"
"1985","Slovakia","From 15 to 64 years","Total","Number","3 302 280"
"1985","Slovakia","65 years or over","Total","Number","483 790"
"1985","Slovakia","Unknown","Total","Number","0"
"1985","Finland","Total","Total","Number","4 893 748"
"1985","Finland","Less than 15 years","Total","Number","951 505"
"1985","Finland","From 15 to 64 years","Total","Number","3 335 973"
"1985","Finland","65 years or over","Total","Number","606 270"
"1985","Finland","Unknown","Total","Number","0"
"1985","Sweden","Total","Total","Number","8 342 633"
"1985","Sweden","Less than 15 years","Total","Number","1 521 132"
"1985","Sweden","From 15 to 64 years","Total","Number","5 396 885"
"1985","Sweden","65 years or over","Total","Number","1 424 616"
"1985","Sweden","Unknown","Total","Number","0"
"1985","United Kingdom","Total","Total","Number","56 481 641"
"1985","United Kingdom","Less than 15 years","Total","Number","10 924 729"
"1985","United Kingdom","From 15 to 64 years","Total","Number","37 069 145"
"1985","United Kingdom","65 years or over","Total","Number","8 487 767"
"1985","United Kingdom","Unknown","Total","Number","0"
"1985","Iceland","Total","Total","Number","240 606"
"1985","Iceland","Less than 15 years","Total","Number","63 350"
"1985","Iceland","From 15 to 64 years","Total","Number","152 993"
"1985","Iceland","65 years or over","Total","Number","24 263"
"1985","Iceland","Unknown","Total","Number","0"
"1985","Liechtenstein","Total","Total","Number","26 680"
"1985","Liechtenstein","Less than 15 years","Total","Number","5 595"
"1985","Liechtenstein","From 15 to 64 years","Total","Number","18 657"
"1985","Liechtenstein","65 years or over","Total","Number","2 428"
"1985","Liechtenstein","Unknown","Total","Number","0"
"1985","Norway","Total","Total","Number","4 145 845"
"1985","Norway","Less than 15 years","Total","Number","837 057"
"1985","Norway","From 15 to 64 years","Total","Number","2 662 615"
"1985","Norway","65 years or over","Total","Number","646 173"
"1985","Norway","Unknown","Total","Number","0"
"1985","Switzerland","Total","Total","Number","6 455 896"
"1985","Switzerland","Less than 15 years","Total","Number","1 148 559"
"1985","Switzerland","From 15 to 64 years","Total","Number","4 404 383"
"1985","Switzerland","65 years or over","Total","Number","902 954"
"1985","Switzerland","Unknown","Total","Number","0"
"1985","Montenegro","Total","Total","Number",":"
"1985","Montenegro","Less than 15 years","Total","Number",":"
"1985","Montenegro","From 15 to 64 years","Total","Number",":"
"1985","Montenegro","65 years or over","Total","Number",":"
"1985","Montenegro","Unknown","Total","Number",":"
"1985","North Macedonia","Total","Total","Number","2 004 709"
"1985","North Macedonia","Less than 15 years","Total","Number",":"
"1985","North Macedonia","From 15 to 64 years","Total","Number",":"
"1985","North Macedonia","65 years or over","Total","Number",":"
"1985","North Macedonia","Unknown","Total","Number",":"
"1985","Albania","Total","Total","Number","2 936 177"
"1985","Albania","Less than 15 years","Total","Number",":"
"1985","Albania","From 15 to 64 years","Total","Number",":"
"1985","Albania","65 years or over","Total","Number",":"
"1985","Albania","Unknown","Total","Number",":"
"1985","Serbia","Total","Total","Number",":"
"1985","Serbia","Less than 15 years","Total","Number",":"
"1985","Serbia","From 15 to 64 years","Total","Number",":"
"1985","Serbia","65 years or over","Total","Number",":"
"1985","Serbia","Unknown","Total","Number",":"
"1985","Turkey","Total","Total","Number","49 662 958"
"1985","Turkey","Less than 15 years","Total","Number","18 669 910"
"1985","Turkey","From 15 to 64 years","Total","Number","28 905 311"
"1985","Turkey","65 years or over","Total","Number","2 087 737"
"1985","Turkey","Unknown","Total","Number","0"
"1985","Andorra","Total","Total","Number",":"
"1985","Andorra","Less than 15 years","Total","Number",":"
"1985","Andorra","From 15 to 64 years","Total","Number",":"
"1985","Andorra","65 years or over","Total","Number",":"
"1985","Andorra","Unknown","Total","Number",":"
"1985","Belarus","Total","Total","Number",":"
"1985","Belarus","Less than 15 years","Total","Number",":"
"1985","Belarus","From 15 to 64 years","Total","Number",":"
"1985","Belarus","65 years or over","Total","Number",":"
"1985","Belarus","Unknown","Total","Number",":"
"1985","Bosnia and Herzegovina","Total","Total","Number","4 293 863"
"1985","Bosnia and Herzegovina","Less than 15 years","Total","Number",":"
"1985","Bosnia and Herzegovina","From 15 to 64 years","Total","Number",":"
"1985","Bosnia and Herzegovina","65 years or over","Total","Number",":"
"1985","Bosnia and Herzegovina","Unknown","Total","Number",":"
"1985","Kosovo (under United Nations Security Council Resolution 1244/99)","Total","Total","Number",":"
"1985","Kosovo (under United Nations Security Council Resolution 1244/99)","Less than 15 years","Total","Number",":"
"1985","Kosovo (under United Nations Security Council Resolution 1244/99)","From 15 to 64 years","Total","Number",":"
"1985","Kosovo (under United Nations Security Council Resolution 1244/99)","65 years or over","Total","Number",":"
"1985","Kosovo (under United Nations Security Council Resolution 1244/99)","Unknown","Total","Number",":"
"1985","Moldova","Total","Total","Number",":"
"1985","Moldova","Less than 15 years","Total","Number",":"
"1985","Moldova","From 15 to 64 years","Total","Number",":"
"1985","Moldova","65 years or over","Total","Number",":"
"1985","Moldova","Unknown","Total","Number",":"
"1985","Monaco","Total","Total","Number",":"
"1985","Monaco","Less than 15 years","Total","Number",":"
"1985","Monaco","From 15 to 64 years","Total","Number",":"
"1985","Monaco","65 years or over","Total","Number",":"
"1985","Monaco","Unknown","Total","Number",":"
"1985","Russia","Total","Total","Number",":"
"1985","Russia","Less than 15 years","Total","Number",":"
"1985","Russia","From 15 to 64 years","Total","Number",":"
"1985","Russia","65 years or over","Total","Number",":"
"1985","Russia","Unknown","Total","Number",":"
"1985","San Marino","Total","Total","Number",":"
"1985","San Marino","Less than 15 years","Total","Number",":"
"1985","San Marino","From 15 to 64 years","Total","Number",":"
"1985","San Marino","65 years or over","Total","Number",":"
"1985","San Marino","Unknown","Total","Number",":"
"1985","Ukraine","Total","Total","Number",":"
"1985","Ukraine","Less than 15 years","Total","Number",":"
"1985","Ukraine","From 15 to 64 years","Total","Number",":"
"1985","Ukraine","65 years or over","Total","Number",":"
"1985","Ukraine","Unknown","Total","Number",":"
"1985","Armenia","Total","Total","Number",":"
"1985","Armenia","Less than 15 years","Total","Number",":"
"1985","Armenia","From 15 to 64 years","Total","Number",":"
"1985","Armenia","65 years or over","Total","Number",":"
"1985","Armenia","Unknown","Total","Number",":"
"1985","Azerbaijan","Total","Total","Number",":"
"1985","Azerbaijan","Less than 15 years","Total","Number",":"
"1985","Azerbaijan","From 15 to 64 years","Total","Number",":"
"1985","Azerbaijan","65 years or over","Total","Number",":"
"1985","Azerbaijan","Unknown","Total","Number",":"
"1985","Georgia","Total","Total","Number",":"
"1985","Georgia","Less than 15 years","Total","Number",":"
"1985","Georgia","From 15 to 64 years","Total","Number",":"
"1985","Georgia","65 years or over","Total","Number",":"
"1985","Georgia","Unknown","Total","Number",":"
"1986","Belgium","Total","Total","Number","9 858 895"
"1986","Belgium","Less than 15 years","Total","Number","1 834 484"
"1986","Belgium","From 15 to 64 years","Total","Number","6 648 556"
"1986","Belgium","65 years or over","Total","Number","1 375 855"
"1986","Belgium","Unknown","Total","Number","0"
"1986","Bulgaria","Total","Total","Number","8 949 880"
"1986","Bulgaria","Less than 15 years","Total","Number","1 927 027"
"1986","Bulgaria","From 15 to 64 years","Total","Number","5 994 511"
"1986","Bulgaria","65 years or over","Total","Number","1 028 342"
"1986","Bulgaria","Unknown","Total","Number","0"
"1986","Czechia","Total","Total","Number","10 340 335"
"1986","Czechia","Less than 15 years","Total","Number","2 411 785"
"1986","Czechia","From 15 to 64 years","Total","Number","6 703 143"
"1986","Czechia","65 years or over","Total","Number","1 225 407"
"1986","Czechia","Unknown","Total","Number","0"
"1986","Denmark","Total","Total","Number","5 116 273"
"1986","Denmark","Less than 15 years","Total","Number","935 130"
"1986","Denmark","From 15 to 64 years","Total","Number","3 404 209"
"1986","Denmark","65 years or over","Total","Number","776 934"
"1986","Denmark","Unknown","Total","Number","0"
"1986","Germany including former GDR","Total","Total","Number","77 660 533"
"1986","Germany including former GDR","Less than 15 years","Total","Number","12 320 131"
"1986","Germany including former GDR","From 15 to 64 years","Total","Number","53 951 588"
"1986","Germany including former GDR","65 years or over","Total","Number","11 388 814"
"1986","Germany including former GDR","Unknown","Total","Number","0"
"1986","Estonia","Total","Total","Number","1 534 076"
"1986","Estonia","Less than 15 years","Total","Number","341 251"
"1986","Estonia","From 15 to 64 years","Total","Number","1 019 311"
"1986","Estonia","65 years or over","Total","Number","173 414"
"1986","Estonia","Unknown","Total","Number","100"
"1986","Ireland","Total","Total","Number","3 534 117"
"1986","Ireland","Less than 15 years","Total","Number","1 006 500"
"1986","Ireland","From 15 to 64 years","Total","Number","2 138 800"
"1986","Ireland","65 years or over","Total","Number","388 817"
"1986","Ireland","Unknown","Total","Number","0"
"1986","Greece","Total","Total","Number","9 949 100"
"1986","Greece","Less than 15 years","Total","Number","2 135 314"
"1986","Greece","From 15 to 64 years","Total","Number","6 508 409"
"1986","Greece","65 years or over","Total","Number","1 305 377"
"1986","Greece","Unknown","Total","Number","0"
"1986","Spain","Total","Total","Number","38 531 195"
"1986","Spain","Less than 15 years","Total","Number","8 868 401"
"1986","Spain","From 15 to 64 years","Total","Number","25 009 411"
"1986","Spain","65 years or over","Total","Number","4 653 383"
"1986","Spain","Unknown","Total","Number","0"
"1986","France","Total","Total","Number",":"
"1986","France","Less than 15 years","Total","Number",":"
"1986","France","From 15 to 64 years","Total","Number",":"
"1986","France","65 years or over","Total","Number",":"
"1986","France","Unknown","Total","Number",":"
"1986","France (metropolitan)","Total","Total","Number","55 411 238"
"1986","France (metropolitan)","Less than 15 years","Total","Number","11 696 715"
"1986","France (metropolitan)","From 15 to 64 years","Total","Number","36 486 510"
"1986","France (metropolitan)","65 years or over","Total","Number","7 228 013"
"1986","France (metropolitan)","Unknown","Total","Number","0"
"1986","Croatia","Total","Total","Number","4 711 852"
"1986","Croatia","Less than 15 years","Total","Number",":"
"1986","Croatia","From 15 to 64 years","Total","Number",":"
"1986","Croatia","65 years or over","Total","Number",":"
"1986","Croatia","Unknown","Total","Number",":"
"1986","Italy","Total","Total","Number","56 597 823"
"1986","Italy","Less than 15 years","Total","Number","10 809 724"
"1986","Italy","From 15 to 64 years","Total","Number","38 292 948"
"1986","Italy","65 years or over","Total","Number","7 495 151"
"1986","Italy","Unknown","Total","Number","0"
"1986","Cyprus","Total","Total","Number","544 605"
"1986","Cyprus","Less than 15 years","Total","Number","140 532"
"1986","Cyprus","From 15 to 64 years","Total","Number","345 526"
"1986","Cyprus","65 years or over","Total","Number","58 547"
"1986","Cyprus","Unknown","Total","Number","0"
"1986","Latvia","Total","Total","Number","2 587 716"
"1986","Latvia","Less than 15 years","Total","Number","549 733"
"1986","Latvia","From 15 to 64 years","Total","Number","1 736 390"
"1986","Latvia","65 years or over","Total","Number","301 593"
"1986","Latvia","Unknown","Total","Number","0"
"1986","Lithuania","Total","Total","Number","3 560 388"
"1986","Lithuania","Less than 15 years","Total","Number","817 076"
"1986","Lithuania","From 15 to 64 years","Total","Number","2 377 061"
"1986","Lithuania","65 years or over","Total","Number","366 251"
"1986","Lithuania","Unknown","Total","Number","0"
"1986","Luxembourg","Total","Total","Number","367 210"
"1986","Luxembourg","Less than 15 years","Total","Number","62 693"
"1986","Luxembourg","From 15 to 64 years","Total","Number","255 673"
"1986","Luxembourg","65 years or over","Total","Number","48 844"
"1986","Luxembourg","Unknown","Total","Number","0"
"1986","Hungary","Total","Total","Number","10 640 006"
"1986","Hungary","Less than 15 years","Total","Number","2 278 591"
"1986","Hungary","From 15 to 64 years","Total","Number","7 036 300"
"1986","Hungary","65 years or over","Total","Number","1 325 115"
"1986","Hungary","Unknown","Total","Number","0"
"1986","Malta","Total","Total","Number","340 907"
"1986","Malta","Less than 15 years","Total","Number","82 483"
"1986","Malta","From 15 to 64 years","Total","Number","225 227"
"1986","Malta","65 years or over","Total","Number","33 197"
"1986","Malta","Unknown","Total","Number","0"
"1986","Netherlands","Total","Total","Number","14 529 430"
"1986","Netherlands","Less than 15 years","Total","Number","2 788 233"
"1986","Netherlands","From 15 to 64 years","Total","Number","9 972 009"
"1986","Netherlands","65 years or over","Total","Number","1 769 188"
"1986","Netherlands","Unknown","Total","Number","0"
"1986","Austria","Total","Total","Number","7 566 736"
"1986","Austria","Less than 15 years","Total","Number","1 372 390"
"1986","Austria","From 15 to 64 years","Total","Number","5 115 660"
"1986","Austria","65 years or over","Total","Number","1 078 686"
"1986","Austria","Unknown","Total","Number","0"
"1986","Poland","Total","Total","Number","37 340 467"
"1986","Poland","Less than 15 years","Total","Number",":"
"1986","Poland","From 15 to 64 years","Total","Number",":"
"1986","Poland","65 years or over","Total","Number",":"
"1986","Poland","Unknown","Total","Number",":"
"1986","Portugal","Total","Total","Number","10 030 621"
"1986","Portugal","Less than 15 years","Total","Number","2 344 771"
"1986","Portugal","From 15 to 64 years","Total","Number","6 483 425"
"1986","Portugal","65 years or over","Total","Number","1 202 425"
"1986","Portugal","Unknown","Total","Number","0"
"1986","Romania","Total","Total","Number","22 778 624"
"1986","Romania","Less than 15 years","Total","Number","5 581 203"
"1986","Romania","From 15 to 64 years","Total","Number","15 032 211"
"1986","Romania","65 years or over","Total","Number","2 165 210"
"1986","Romania","Unknown","Total","Number","0"
"1986","Slovenia","Total","Total","Number","1 946 442"
"1986","Slovenia","Less than 15 years","Total","Number","433 061"
"1986","Slovenia","From 15 to 64 years","Total","Number","1 316 205"
"1986","Slovenia","65 years or over","Total","Number","197 176"
"1986","Slovenia","Unknown","Total","Number","0"
"1986","Slovakia","Total","Total","Number","5 178 967"
"1986","Slovakia","Less than 15 years","Total","Number","1 368 395"
"1986","Slovakia","From 15 to 64 years","Total","Number","3 319 822"
"1986","Slovakia","65 years or over","Total","Number","490 750"
"1986","Slovakia","Unknown","Total","Number","0"
"1986","Finland","Total","Total","Number","4 910 664"
"1986","Finland","Less than 15 years","Total","Number","951 532"
"1986","Finland","From 15 to 64 years","Total","Number","3 341 398"
"1986","Finland","65 years or over","Total","Number","617 734"
"1986","Finland","Unknown","Total","Number","0"
"1986","Sweden","Total","Total","Number","8 358 139"
"1986","Sweden","Less than 15 years","Total","Number","1 512 001"
"1986","Sweden","From 15 to 64 years","Total","Number","5 392 027"
"1986","Sweden","65 years or over","Total","Number","1 454 111"
"1986","Sweden","Unknown","Total","Number","0"
"1986","United Kingdom","Total","Total","Number","56 618 895"
"1986","United Kingdom","Less than 15 years","Total","Number","10 825 299"
"1986","United Kingdom","From 15 to 64 years","Total","Number","37 151 256"
"1986","United Kingdom","65 years or over","Total","Number","8 642 340"
"1986","United Kingdom","Unknown","Total","Number","0"
"1986","Iceland","Total","Total","Number","242 203"
"1986","Iceland","Less than 15 years","Total","Number","63 142"
"1986","Iceland","From 15 to 64 years","Total","Number","154 312"
"1986","Iceland","65 years or over","Total","Number","24 749"
"1986","Iceland","Unknown","Total","Number","0"
"1986","Liechtenstein","Total","Total","Number","27 076"
"1986","Liechtenstein","Less than 15 years","Total","Number","5 519"
"1986","Liechtenstein","From 15 to 64 years","Total","Number","19 041"
"1986","Liechtenstein","65 years or over","Total","Number","2 516"
"1986","Liechtenstein","Unknown","Total","Number","0"
"1986","Norway","Total","Total","Number","4 159 187"
"1986","Norway","Less than 15 years","Total","Number","824 405"
"1986","Norway","From 15 to 64 years","Total","Number","2 675 066"
"1986","Norway","65 years or over","Total","Number","659 716"
"1986","Norway","Unknown","Total","Number","0"
"1986","Switzerland","Total","Total","Number","6 484 834"
"1986","Switzerland","Less than 15 years","Total","Number","1 133 889"
"1986","Switzerland","From 15 to 64 years","Total","Number","4 433 141"
"1986","Switzerland","65 years or over","Total","Number","917 804"
"1986","Switzerland","Unknown","Total","Number","0"
"1986","Montenegro","Total","Total","Number",":"
"1986","Montenegro","Less than 15 years","Total","Number",":"
"1986","Montenegro","From 15 to 64 years","Total","Number",":"
"1986","Montenegro","65 years or over","Total","Number",":"
"1986","Montenegro","Unknown","Total","Number",":"
"1986","North Macedonia","Total","Total","Number","2 029 175"
"1986","North Macedonia","Less than 15 years","Total","Number",":"
"1986","North Macedonia","From 15 to 64 years","Total","Number",":"
"1986","North Macedonia","65 years or over","Total","Number",":"
"1986","North Macedonia","Unknown","Total","Number",":"
"1986","Albania","Total","Total","Number","2 993 347"
"1986","Albania","Less than 15 years","Total","Number",":"
"1986","Albania","From 15 to 64 years","Total","Number",":"
"1986","Albania","65 years or over","Total","Number",":"
"1986","Albania","Unknown","Total","Number",":"
"1986","Serbia","Total","Total","Number",":"
"1986","Serbia","Less than 15 years","Total","Number",":"
"1986","Serbia","From 15 to 64 years","Total","Number",":"
"1986","Serbia","65 years or over","Total","Number",":"
"1986","Serbia","Unknown","Total","Number",":"
"1986","Turkey","Total","Total","Number","50 695 548"
"1986","Turkey","Less than 15 years","Total","Number","18 807 111"
"1986","Turkey","From 15 to 64 years","Total","Number","29 758 894"
"1986","Turkey","65 years or over","Total","Number","2 129 543"
"1986","Turkey","Unknown","Total","Number","0"
"1986","Andorra","Total","Total","Number","44 593"
